"SubmissionID","finished","pause","scrubbed","unused","Recording","finished.p","pause.p","scrubbed.p","unused.p","project","course","sem","report"
1717,0,0,0,0,12,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1718,6,0,0,0,6,100,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1719,0,0,0,0,9,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1720,0,3,0,0,4,0,75,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1722,5,5,0,0,8,62,62,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1723,1,0,0,0,8,12,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1724,0,0,0,0,7,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1726,2,1,1,0,6,33,17,17,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1727,2,0,0,0,11,18,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1729,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1730,0,0,0,0,9,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1731,2,0,0,0,11,18,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1732,1,0,0,0,4,25,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1733,2,2,0,0,10,20,20,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1734,2,0,0,0,2,100,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1735,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1736,0,0,0,0,5,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1737,1,0,0,0,4,25,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1738,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1740,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1743,1,0,3,0,9,11,0,33,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1744,1,0,1,0,4,25,0,25,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1745,0,0,0,0,6,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1746,0,0,0,0,13,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1747,1,0,1,0,1,100,0,100,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1748,11,0,2,0,13,85,0,15,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1749,0,0,0,0,11,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1750,4,4,0,0,8,50,50,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1751,3,0,1,0,9,33,0,11,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1752,2,2,0,0,9,22,22,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1753,0,0,0,0,15,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1754,2,0,0,0,8,25,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1755,0,2,0,0,7,0,29,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1756,5,5,0,0,10,50,50,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1757,4,0,0,0,9,44,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1758,0,0,0,0,9,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1762,5,6,1,0,12,42,50,8,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1763,6,0,0,0,13,46,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1764,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1765,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1766,0,0,0,0,5,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1767,2,2,0,0,8,25,25,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1768,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1769,0,0,0,0,2,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1770,0,0,0,0,9,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1771,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1772,4,2,2,0,6,67,33,33,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1773,0,0,0,0,7,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1774,0,0,0,0,6,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1775,1,1,0,0,2,50,50,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1776,1,0,0,0,4,25,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1777,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1779,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1780,0,0,0,0,13,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1781,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1782,0,0,0,0,8,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1783,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1785,10,1,1,0,10,100,10,10,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1786,2,0,0,0,7,29,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1788,0,0,1,0,5,0,0,20,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1789,0,0,0,0,11,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1791,3,1,1,0,7,43,14,14,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1793,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1795,0,0,0,0,3,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1796,0,5,1,0,9,0,56,11,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1798,5,0,0,0,7,71,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1800,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1801,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1802,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1803,5,1,1,0,7,71,14,14,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1804,4,4,0,0,9,44,44,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1805,1,1,1,0,1,100,100,100,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1806,0,0,0,0,7,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1811,0,0,0,0,9,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1812,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1814,2,0,0,0,5,40,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1816,3,0,0,0,4,75,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1817,1,0,0,0,4,25,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1818,3,3,0,0,8,38,38,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1820,0,0,0,0,4,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1822,1,0,0,0,3,33,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1826,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1827,6,2,2,0,6,100,33,33,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1828,0,0,0,0,6,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1829,2,1,0,0,7,29,14,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1830,0,0,1,0,2,0,0,50,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1831,3,0,0,0,7,43,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1832,1,1,0,0,3,33,33,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1833,1,1,0,0,9,11,11,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1835,1,1,0,0,5,20,20,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1836,1,0,0,0,1,100,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1837,0,0,0,0,15,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1838,5,3,2,0,7,71,43,29,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1839,5,1,1,0,6,83,17,17,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1840,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1841,2,1,0,0,3,67,33,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1842,1,0,0,0,9,11,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1844,0,0,0,0,1,0,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
1846,6,0,0,0,8,75,0,0,0,"BIOL1040Sem1Report 0","BIOL1040","Sem1","Report 0"
