"StudentID","SubmissionID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade","project","course","sem","report"
"S8521007",8707,"T36","19/09/13 13:26",35,100,50,80,80,80,20,35,50,35,35,65,50,"80",50.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8564929",8708,"T30","19/09/13 13:26",50,100,50,80,100,80,50,65,80,50,50,50,65,"80",63.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8639969",8709,"T09","19/09/13 13:26",50,80,100,35,80,50,65,65,65,50,35,65,65,"50",61.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8605999",8710,"T36","19/09/13 13:26",50,100,100,80,80,80,35,50,65,50,65,65,65,"65",64.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8528959",8711,"T37","19/09/13 13:26",50,100,50,100,100,100,65,50,65,65,65,65,50,"80",66.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8637641",8712,"T30","19/09/13 13:26",35,80,50,50,65,35,35,50,65,50,35,50,50,"65",48.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8580059",8713,"T09","19/09/13 13:26",50,100,50,80,100,100,80,65,100,65,35,80,50,"80",69.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8549911",8714,"T29","19/09/13 13:26",35,65,65,65,80,35,35,0,50,35,35,50,65,"65",44.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8624445",8715,"T35","19/09/13 13:26",35,80,65,50,65,35,50,50,80,35,65,50,65,"65",53,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8584831",8716,"T09","19/09/13 13:26",80,100,100,100,65,100,65,65,80,50,65,50,65,"80",75.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8468597",8717,"T29","19/09/13 13:26",80,100,80,80,80,65,65,80,65,65,65,80,65,"65",74.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8575723",8718,"T09","19/09/13 13:26",80,100,100,100,65,100,100,100,100,80,80,80,80,"100",90.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8241553",8719,"T30","19/09/13 13:26",65,80,65,65,65,65,50,65,100,35,65,65,50,"80",63,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8576795",8720,"T36","19/09/13 13:26",35,80,80,80,80,80,0,35,50,35,35,65,50,"65",49.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8576773",8721,"T09","19/09/13 13:26",35,100,100,100,65,80,20,35,50,0,65,35,35,"50",49.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8584841",8722,"T37","19/09/13 13:26",50,100,50,100,100,100,50,50,50,65,50,65,65,"65",63.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8667711",8723,"T35","19/09/13 13:26",65,100,80,80,80,80,65,65,65,50,65,50,80,"80",69.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8583165",8724,"T37","19/09/13 13:26",50,65,65,100,100,100,50,50,65,65,50,65,50,"65",63.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8529435",8725,"T36","19/09/13 13:26",100,65,80,80,80,80,80,100,100,65,80,100,80,"65",84,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8472219",8726,"T37","19/09/13 13:26",35,100,100,100,100,100,50,35,50,50,50,65,65,"65",63.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8638537",8727,"T35","19/09/13 13:26",65,65,65,50,80,80,80,80,65,80,50,100,100,"100",74.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8419713",8728,"T37","19/09/13 13:26",50,100,80,100,100,100,50,35,50,50,65,65,50,"65",63.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8587825",8730,"T37","19/09/13 13:26",65,100,65,65,100,100,65,65,80,65,80,80,80,"80",74,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8575513",8731,"T29","19/09/13 13:26",50,100,65,65,80,100,50,50,80,35,50,65,50,"80",61,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8576411",8732,"T37","19/09/13 13:26",50,100,80,65,100,100,35,35,50,50,50,50,50,"50",58.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8635285",8733,"T09","19/09/13 13:26",50,80,100,50,80,50,65,65,80,50,20,80,65,"65",64,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8654517",8734,"T36","19/09/13 13:26",35,65,65,80,80,80,0,0,80,20,50,50,50,"35",42.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8577935",8735,"T36","19/09/13 13:26",80,100,80,100,80,80,50,65,50,65,50,100,50,"80",72.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8471835",8736,"T36","19/09/13 13:26",35,100,80,80,80,80,50,35,50,35,50,80,35,"65",56.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8579733",8737,"T29","19/09/13 13:26",35,35,50,35,50,35,20,35,50,20,20,65,35,"65",37.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8572377",8738,"T30","19/09/13 13:26",50,65,50,50,80,50,50,65,65,50,35,50,35,"50",53,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8112239",8739,"T35","19/09/13 13:26",35,80,35,50,65,50,35,35,65,35,65,50,50,"65",46.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8583249",8741,"T37","19/09/13 13:26",65,100,65,65,100,100,50,65,65,65,65,65,65,"65",68.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8581099",8742,"T09","19/09/13 13:26",50,100,80,80,100,100,50,20,65,35,50,65,50,"65",59.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8659403",8743,"T29","19/09/13 13:26",80,100,100,100,100,100,50,50,80,65,50,65,80,"100",77.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8593047",8744,"T09","19/09/13 13:26",65,100,100,65,50,100,50,50,80,35,35,50,35,"80",63,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8668771",8745,"T35","19/09/13 13:26",20,50,50,35,80,65,20,20,50,20,65,35,65,"65",39.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8508855",8747,"T30","19/09/13 13:26",65,80,80,65,65,65,65,65,65,65,50,50,50,"65",65,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8566867",8749,"T29","19/09/13 13:26",20,50,50,50,35,35,35,35,35,35,35,20,50,"35",35.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8528461",8750,"T30","19/09/13 13:26",50,80,35,35,65,35,35,35,50,35,35,50,50,"50",44,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8529919",8751,"T09","19/09/13 13:26",50,80,50,20,65,100,65,50,100,65,50,65,65,"65",61,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8589129",8752,"T37","19/09/13 13:26",35,100,80,80,100,100,50,50,50,35,35,50,50,"N/A",55,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8527413",8753,"T37","19/09/13 13:26",50,100,80,100,35,100,50,50,65,50,50,35,35,"65",59.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8529621",8762,"T09","19/09/13 13:26",65,100,100,100,50,100,0,35,20,35,50,65,35,"65",56,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8588003",8763,"T09","19/09/13 13:26",65,65,80,100,80,65,50,35,80,65,50,65,65,"80",65.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8667675",8764,"T35","19/09/13 13:26",50,80,80,65,100,50,35,50,80,50,50,50,80,"100",61.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8637921",8767,"T36","19/09/13 13:26",35,65,65,100,80,80,35,20,65,35,50,80,65,"65",53.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8571161",8768,"T37","19/09/13 13:26",50,100,65,80,100,100,50,50,50,50,65,50,50,"65",62,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8452823",8769,"T30","19/09/13 13:26",50,65,50,65,65,50,35,50,50,35,35,50,50,"50",48.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8402471",8770,"T37","19/09/13 13:26",65,100,80,100,100,100,65,50,80,65,65,65,50,"65",72,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8285971",8777,"T30","19/09/13 13:26",50,80,50,20,65,50,35,50,65,35,35,50,65,"65",49.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8585237",8778,"T30","19/09/13 13:26",65,100,50,80,50,80,65,65,80,80,65,35,65,"65",66.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8587869",8779,"T36","19/09/13 13:26",35,80,80,100,80,80,50,50,50,35,50,65,50,"100",59.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8530747",8780,"T30","19/09/13 13:26",35,65,35,50,50,35,35,35,50,35,35,50,50,"65",41.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8472709",8781,"T29","19/09/13 13:26",20,35,20,0,0,0,0,0,0,0,20,20,20,"50",12.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8549773",8797,"T35","19/09/13 13:26",80,100,100,65,80,50,65,80,100,65,50,80,100,"100",79.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8586065",9152,"T29","19/09/13 13:26",20,50,65,65,80,100,35,20,50,20,35,65,35,"65",44.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8523045",9365,"T36","3/10/13 9:48",65,50,65,80,80,80,50,65,65,65,65,50,50,"50",62.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8606083",9366,"T37","25/09/13 18:14",35,0,50,50,100,100,35,35,65,35,35,50,50,"65",46.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8419713",10608,"T37","31/10/13 12:04",35,100,100,100,100,100,35,35,65,35,50,65,65,"65",61.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8549773",10609,"T35","31/10/13 12:04",80,100,100,100,100,100,80,80,100,80,80,100,100,"100",90,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8579731",10610,"T35","31/10/13 12:04",65,35,80,80,100,100,65,65,65,65,80,80,80,"80",72.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8560941",10611,"T30","31/10/13 12:04",65,100,80,80,100,80,80,80,100,80,80,65,80,"80",80,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8584841",10612,"T37","31/10/13 12:04",65,100,100,80,100,80,65,50,80,65,65,65,65,"65",72.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8658567",10613,"T29","31/10/13 12:04",50,80,65,65,50,65,35,35,65,35,35,65,65,"80",53,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8241553",10614,"T30","31/10/13 12:04",50,100,80,65,65,65,65,65,65,65,80,80,65,"80",68.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8586053",10615,"T30","31/10/13 12:04",50,100,65,80,80,80,65,65,65,50,80,65,65,"80",66.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8605993",10616,"T35","31/10/13 12:04",80,100,80,80,100,100,65,65,100,80,80,100,100,"100",84,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8239027",10617,"T35","31/10/13 12:04",80,100,80,100,100,100,65,65,80,80,80,80,100,"100",83,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8528959",10618,"T37","31/10/13 12:04",80,100,100,80,100,80,100,80,80,100,80,65,80,"80",87.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8583165",10619,"T37","31/10/13 12:04",65,100,100,80,100,100,80,50,80,65,65,65,65,"65",75.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8522699",10620,"T29","31/10/13 12:04",65,100,80,65,100,65,80,80,100,80,80,65,65,"80",77.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8584831",10621,"T09","31/10/13 12:04",50,100,100,100,100,35,0,20,50,35,65,50,65,"65",54.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8584681",10622,"T29","31/10/13 12:04",35,80,80,65,80,65,50,50,65,50,50,80,65,"80",59.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8667675",10623,"T35","31/10/13 12:04",65,100,100,100,100,100,65,65,100,65,80,100,100,"100",83.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8528659",10624,"T29","31/10/13 12:04",65,80,65,100,50,65,65,65,100,50,65,65,65,"100",68.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8522785",10625,"T30","31/10/13 12:04",80,80,100,65,100,100,65,80,80,80,80,65,100,"80",82,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8523045",10626,"T36","31/10/13 12:04",80,100,80,20,100,80,65,80,100,80,65,80,80,"80",77.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8468597",10627,"T29","31/10/13 12:04",65,100,65,80,80,80,65,65,80,65,65,65,65,"65",69.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8572377",10628,"T29","31/10/13 12:04",65,80,80,65,65,65,50,50,80,50,35,65,65,"65",62,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8575723",10629,"T09","31/10/13 12:04",80,100,100,65,100,100,80,100,100,100,100,100,80,"100",92.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8587825",10630,"T37","31/10/13 12:04",80,100,80,100,100,100,100,80,80,80,80,80,80,"80",86,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8605999",10631,"T36","31/10/13 12:04",50,65,65,65,100,100,35,50,80,65,50,50,65,"80",61.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8576795",10632,"T36","31/10/13 12:04",65,100,80,65,100,100,50,50,65,50,65,80,65,"100",69.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8472219",10633,"T37","31/10/13 12:04",50,100,100,100,100,100,50,35,50,50,50,50,65,"65",65,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8587869",10634,"T36","31/10/13 12:04",65,100,80,65,100,100,80,80,65,80,65,65,65,"80",77,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8586207",10635,"T09","31/10/13 12:04",80,100,100,65,100,100,80,80,100,80,80,80,100,"50",84.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8580059",10636,"T09","31/10/13 12:04",65,100,100,65,100,35,65,80,20,65,65,65,50,"80",69.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8583557",10637,"T37","31/10/13 12:04",65,100,100,100,100,100,35,35,80,50,50,65,65,"65",68,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8522305",10638,"T30","31/10/13 12:04",50,100,100,100,80,80,65,80,80,65,80,65,65,"80",75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8112239",10639,"T35","31/10/13 12:04",65,100,80,100,100,100,65,65,80,65,80,80,80,"80",77.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8576411",10640,"T37","31/10/13 12:04",50,100,100,65,100,100,35,35,80,50,50,65,65,"65",64,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8582837",10641,"T37","31/10/13 12:04",65,100,100,80,100,100,80,65,80,80,80,80,80,"80",81.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8508855",10642,"T30","31/10/13 12:04",80,100,80,80,80,65,65,100,100,80,80,80,80,"80",81.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8579733",10643,"T29","31/10/13 12:04",35,100,80,80,80,65,35,35,65,35,50,80,65,"50",55.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8566867",10644,"T29","31/10/13 12:04",35,65,35,65,50,35,35,20,50,35,35,50,50,"50",40.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8527413",10645,"T37","31/10/13 12:04",50,100,100,100,100,100,50,50,65,50,65,65,65,"65",68.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8452823",10646,"T29","31/10/13 12:04",50,100,80,50,80,65,35,35,65,35,35,50,35,"50",52.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8568505",10647,"T29","31/10/13 12:04",35,65,65,50,80,35,50,35,65,35,35,65,65,"50",49.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8471835",10648,"T36","31/10/13 12:04",50,100,50,50,50,35,0,0,50,50,20,50,35,"65",40.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8635385",10649,"T35","31/10/13 12:04",65,100,80,100,100,80,65,65,80,65,80,80,80,"80",76.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8577935",10650,"T36","31/10/13 12:04",80,100,80,65,100,100,65,65,65,80,65,80,50,"65",75.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8549911",10651,"T29","31/10/13 12:04",35,80,50,50,100,50,35,35,65,35,35,50,50,"80",48.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8624445",10652,"T35","31/10/13 12:04",50,35,50,50,100,80,50,50,65,50,50,80,80,"80",58.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8583875",10653,"T36","31/10/13 12:04",35,100,80,50,100,80,0,35,80,35,35,80,65,"80",53.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8575513",10654,"T29","31/10/13 12:04",35,80,50,65,50,50,50,35,65,50,35,65,65,"65",50.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8668771",10655,"T35","31/10/13 12:04",35,80,50,35,80,50,50,50,80,50,65,80,80,"80",56.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8589129",10656,"T37","31/10/13 12:04",80,100,100,100,100,100,50,50,80,65,65,65,65,"65",75.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8659403",10658,"T29","31/10/13 12:04",80,100,80,65,80,80,100,80,100,100,100,100,100,"100",89.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8571161",10659,"T37","31/10/13 12:04",65,100,100,100,100,100,65,50,80,65,65,65,65,"65",74.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8564929",10660,"T30","31/10/13 12:04",65,100,100,100,100,80,80,65,100,80,80,65,80,"80",81.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8576773",10661,"T09","31/10/13 12:04",65,100,100,100,80,35,65,50,65,50,50,80,65,"80",69,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8583249",10662,"T37","31/10/13 12:04",80,100,100,100,100,100,80,80,100,100,80,65,80,"80",88.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8470217",10663,"T30","31/10/13 12:04",65,100,80,65,80,80,65,65,80,65,65,65,80,"80",72,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8529435",10664,"T36","31/10/13 12:04",80,100,65,65,100,100,50,50,100,80,65,65,65,"80",73.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8582337",10665,"T35","31/10/13 12:04",50,100,65,65,80,50,50,50,50,50,65,50,80,"80",60,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8592729",10666,"T35","31/10/13 12:04",65,100,80,80,50,50,35,35,35,50,80,35,65,"65",57.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8581099",10667,"T35","31/10/13 12:04",80,100,100,100,100,80,80,80,100,80,80,100,100,"80",88,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8667711",10668,"T35","31/10/13 12:04",80,100,100,80,100,100,80,80,80,65,80,100,100,"100",86.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8577287",10669,"T36","31/10/13 12:04",35,65,50,65,100,100,35,50,35,35,35,50,50,"65",50.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8588003",10670,"T09","31/10/13 12:04",35,100,100,80,100,65,35,35,100,35,65,65,65,"80",61.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8639969",10671,"T35","31/10/13 12:04",65,100,80,80,100,80,65,50,80,65,80,65,80,"80",73,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8409209",10672,"T09","31/10/13 12:04",80,100,100,100,100,35,65,80,100,80,100,80,80,"80",83.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8559519",10673,"T36","31/10/13 12:04",50,100,65,50,80,50,50,65,65,65,50,80,50,"65",61.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8637641",10674,"T30","31/10/13 12:04",65,100,100,80,100,65,65,80,80,80,80,65,80,"80",78.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8638537",10675,"T35","31/10/13 12:04",80,100,80,100,100,80,80,80,80,80,80,80,80,"100",84,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8580175",10676,"T29","31/10/13 12:04",35,100,50,65,100,65,65,50,80,50,50,65,65,"80",60.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8529919",10678,"T09","31/10/13 12:04",80,100,100,65,100,35,50,80,80,65,65,80,50,"80",74.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8528461",10679,"T09","31/10/13 12:04",65,100,100,35,65,50,65,50,65,50,65,80,65,"65",65.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8531973",10680,"T36","31/10/13 12:04",35,100,80,0,100,80,50,65,35,50,50,65,50,"65",57,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8285971",10681,"T30","31/10/13 12:04",50,80,80,0,100,80,65,65,65,50,65,65,80,"80",64.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8472709",10688,"T29","31/10/13 12:04",20,65,65,0,50,0,0,0,0,20,20,20,50,"35",23.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8593047",10689,"T09","31/10/13 12:04",65,100,100,100,80,35,50,50,80,65,80,80,50,"80",70.5,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8581211",10690,"T36","31/10/13 12:04",80,80,65,65,100,100,50,65,80,80,50,65,65,"50",70.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8606083",10691,"T37","31/10/13 12:04",65,100,100,100,100,100,80,65,65,80,65,65,50,"65",77.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8577989",10693,"T36","31/10/13 12:04",35,50,65,100,80,80,0,50,50,35,50,65,65,"80",51.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8514505",10707,"T30","31/10/13 12:04",50,100,80,65,80,100,65,65,80,65,65,50,80,"65",69.25,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8586065",10708,"T29","1/11/13 9:54",50,100,65,0,100,50,0,0,80,35,35,50,50,"80",44.75,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
"S8635285",10711,"T35","4/11/13 5:11",65,100,80,80,65,100,80,65,80,65,65,80,65,"50",73,"BIOM2011Sem2Report 2","BIOM2011","Sem2","Report 2"
