"StudentID","SubmissionID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade","project","course","sem","report"
"S8496455",3369,"T32","29/04/13 14:30",50,65,65,50,80,50,35,50,50,35,35,80,80,"80",53.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8386049",3370,"T30","29/04/13 14:30",65,80,65,50,100,100,50,65,65,50,50,35,35,"35",59.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8606169",3371,"T09","29/04/13 14:30",65,100,50,65,100,100,50,35,80,65,50,80,35,"65",63.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8393353",3372,"T09","29/04/13 14:30",35,100,100,65,100,100,50,50,80,35,20,50,35,"35",58,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583847",3373,"T30","29/04/13 14:30",50,100,65,100,100,100,65,80,80,65,65,65,65,"80",73.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8529435",3374,"T32","29/04/13 14:30",35,65,100,100,100,80,35,35,65,50,50,80,50,"50",60,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8547953",3375,"T33","29/04/13 14:30",35,80,35,100,100,35,65,50,50,50,65,80,80,"80",59.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8581873",3376,"T33","29/04/13 14:30",80,65,35,100,100,35,80,65,35,65,80,65,65,"80",67,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8578079",3377,"T30","29/04/13 14:30",35,80,65,0,80,65,35,20,35,35,35,50,50,"65",43.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8578783",3378,"T26","29/04/13 14:30",65,65,65,50,100,65,35,35,80,50,50,65,65,"50",57,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8577303",3379,"T32","29/04/13 14:30",100,100,65,50,100,65,65,65,100,80,65,100,80,"100",79.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579637",3380,"T09","29/04/13 14:30",80,100,50,65,100,80,50,50,80,65,50,80,50,"80",67,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8581963",3381,"T30","29/04/13 14:30",65,100,80,100,100,100,65,80,80,65,65,80,65,"80",77.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8530747",3382,"T26","29/04/13 14:30",35,65,50,65,100,80,65,50,65,50,50,65,65,"65",58.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8588109",3383,"T32","29/04/13 14:30",50,80,80,65,100,80,35,35,50,50,35,80,65,"80",59.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8575693",3384,"T33","29/04/13 14:30",65,80,50,80,80,50,65,65,100,80,65,80,80,"80",71.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8492895",3385,"T26","29/04/13 14:30",100,100,100,100,100,100,100,100,80,100,100,100,100,"100",99,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583465",3386,"T30","29/04/13 14:29",50,80,50,80,80,65,50,65,65,50,65,65,65,"65",60.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8570207",3387,"T26","29/04/13 14:29",80,100,50,65,50,65,80,80,80,80,80,80,80,"80",75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8358393",3388,"T30","29/04/13 14:29",50,100,65,65,80,100,65,65,65,50,65,65,50,"65",64.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8549911",3389,"T33","29/04/13 14:29",20,50,65,50,50,50,35,20,35,20,20,35,20,"20",33.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8468457",3390,"T09","29/04/13 14:29",35,100,80,20,100,100,35,35,20,35,20,80,50,"50",50.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8440997",3391,"T09","29/04/13 14:29",35,100,80,65,80,100,0,20,50,35,50,80,65,"80",52.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8566611",3392,"T31","29/04/13 14:29",65,35,50,65,80,50,50,80,65,65,35,80,50,"50",59.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8112187",3393,"T28","29/04/13 14:29",65,100,80,65,100,100,100,80,80,100,80,80,80,"100",86.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8587975",3401,"T28","29/04/13 14:29",35,50,50,80,50,50,65,65,65,50,50,80,80,"80",58.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8535223",3402,"T33","29/04/13 14:29",20,50,35,35,20,20,35,35,50,35,35,35,20,"20",32,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8467537",3403,"T30","29/04/13 14:29",65,100,100,50,100,65,50,50,50,65,65,65,50,"65",66.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8566073",3404,"T30","29/04/13 14:29",35,100,65,80,80,65,65,50,65,50,65,65,50,"50",60,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579205",3434,"T19","29/04/13 14:29",50,80,80,65,65,80,80,80,80,100,100,65,65,"80",78,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8586563",3435,"T19","29/04/13 14:29",50,35,65,65,65,100,65,35,35,50,65,65,65,"65",57,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8496539",3623,"T28","29/04/13 14:29",65,100,65,80,80,65,65,50,80,80,65,65,80,"80",71.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8530557",3855,"T31","30/04/13 10:44",65,50,65,50,50,65,50,65,80,65,65,65,80,"65",62.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8587847",3875,"T28","29/04/13 14:29",65,100,80,100,80,100,50,50,35,65,65,65,80,"80",69.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8576405",3876,"T28","29/04/13 14:29",65,100,80,65,100,100,80,100,100,100,100,80,80,"100",88.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583557",3877,"T28","29/04/13 14:29",35,80,35,35,80,65,35,0,20,20,35,65,50,"80",39,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8589129",3878,"T28","29/04/13 14:29",20,80,80,50,80,100,20,20,20,35,35,50,65,"80",47.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8606083",4061,"T33","6/05/13 10:09",35,35,65,50,35,100,35,20,35,20,35,35,20,"35",37.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8535537",4062,"T08","3/05/13 6:44",35,65,80,65,100,80,65,50,65,50,65,65,35,"50",60,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8536957",4419,"T09","13/05/13 11:15",20,100,50,50,80,35,0,0,0,0,35,50,20,"50",28,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583779",5459,"T09","3/06/13 14:58",65,65,80,100,0,100,50,20,20,35,35,80,50,"50",51.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8434511",4802,"T31","4/06/13 13:44",50,80,100,100,100,65,50,50,65,50,80,80,50,"50",66,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576127",4803,"T25","4/06/13 13:44",50,100,80,35,80,80,50,65,65,50,65,50,80,"100",64.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8582651",4804,"T05","4/06/13 13:44",65,80,65,100,100,65,65,65,100,50,65,80,50,"80",69.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586659",4805,"T31","4/06/13 13:44",80,100,80,80,100,100,80,80,100,100,100,100,80,"80",89,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8525047",4806,"T30","4/06/13 13:44",50,80,65,80,100,80,65,65,80,65,80,65,80,"65",69.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8515233",4807,"T25","4/06/13 13:44",100,100,100,80,100,100,100,80,65,80,100,100,80,"100",91.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8563805",4808,"T05","4/06/13 13:44",50,35,50,65,100,80,20,35,80,35,20,50,35,"20",45,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575171",4809,"T28","4/06/13 13:44",65,80,65,65,35,50,50,80,80,100,65,65,65,"80",70.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8550323",4810,"T30","4/06/13 13:44",50,100,80,100,80,35,65,80,65,50,80,65,80,"80",69.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578911",4811,"T28","4/06/13 13:44",65,65,80,80,80,65,80,100,80,100,80,80,80,"80",82,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8584217",4812,"T05","4/06/13 13:44",80,100,80,65,100,80,100,100,100,100,100,80,65,"50",88,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8585081",4813,"T31","4/06/13 13:44",80,100,65,65,100,100,100,100,80,100,100,100,80,"65",89,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576993",4814,"T05","4/06/13 13:44",65,100,50,100,100,100,50,50,80,65,65,80,50,"80",69,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577631",4815,"T28","4/06/13 13:44",65,80,80,65,80,50,80,80,100,80,80,65,80,"100",77.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578403",4816,"T05","4/06/13 13:44",100,100,50,100,100,80,80,80,80,100,80,65,65,"80",83.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8532305",4817,"T05","4/06/13 13:44",50,65,50,80,80,80,50,80,100,100,65,80,50,"80",72,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8393733",4818,"T28","4/06/13 13:44",65,100,65,65,35,20,35,35,65,50,65,65,65,"80",55.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579733",4819,"T31","4/06/13 13:44",50,65,50,80,80,65,35,20,35,50,50,65,50,"50",50,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8524901",4820,"T05","4/06/13 13:44",65,100,50,100,100,80,20,65,100,80,80,80,65,"80",71.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8242993",4865,"T25","4/06/13 13:44",80,50,100,80,50,65,100,80,80,80,80,100,100,"80",82.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8517757",4822,"T25","4/06/13 13:44",35,100,100,80,80,100,80,65,65,50,65,80,80,"100",73,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587975",4823,"T28","4/06/13 13:44",100,100,100,80,80,100,100,100,100,80,100,65,80,"80",91.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8556233",4824,"T25","4/06/13 13:44",35,100,100,80,80,100,65,65,100,50,65,65,65,"100",71.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581235",4825,"T05","4/06/13 13:44",50,100,50,80,100,80,65,80,80,65,65,80,65,"80",70.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579793",4826,"T28","4/06/13 13:44",100,65,65,65,80,80,80,80,80,100,80,80,80,"65",81.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586403",4827,"T05","4/06/13 13:44",65,100,50,100,100,80,50,50,80,35,50,65,65,"80",62.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8467537",4828,"T30","4/06/13 13:48",65,100,65,65,100,80,65,80,65,80,65,65,50,"65",72.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8636181",4829,"T31","4/06/13 13:44",80,65,80,65,100,65,35,50,65,65,50,65,65,"65",64.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8527477",4830,"T30","4/06/13 13:44",65,100,80,65,100,50,80,80,80,65,80,80,80,"65",75.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8619531",4831,"T05","4/06/13 13:44",65,100,80,100,100,80,80,50,80,80,65,65,65,"80",76.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8522963",4832,"T05","4/06/13 13:44",65,100,50,35,100,80,65,80,80,65,65,65,80,"80",70,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8525291",4833,"T30","4/06/13 13:44",65,80,65,100,80,80,80,80,65,80,80,65,80,"80",76.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575753",4834,"T28","4/06/13 13:44",80,100,100,80,80,80,100,100,100,80,100,80,80,"100",90,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588221",4835,"T28","4/06/13 13:44",80,100,100,80,100,100,65,65,80,80,65,65,80,"80",80.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530189",4836,"T25","4/06/13 13:44",65,100,100,80,80,100,80,80,100,65,100,100,80,"100",84.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583779",4837,"T30","4/06/13 13:48",50,65,50,35,80,80,20,50,65,50,50,80,35,"65",52.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8514393",4838,"T05","4/06/13 13:44",35,80,50,50,100,35,20,35,80,35,20,65,20,"35",43.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8566867",4839,"T31","4/06/13 13:44",65,80,50,50,35,50,50,65,50,50,50,65,50,"50",54.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8563733",4840,"T05","4/06/13 13:44",35,100,50,100,100,100,80,80,80,65,65,65,35,"35",68.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581667",4841,"T25","4/06/13 13:44",100,100,100,80,80,100,100,100,100,80,80,100,80,"100",93,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581945",4842,"T28","4/06/13 13:44",100,100,100,100,100,100,100,100,80,80,100,100,80,"65",93.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588375",4843,"T31","4/06/13 13:44",65,80,100,80,100,100,80,80,100,80,80,65,65,"80",82,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587685",4844,"T30","4/06/13 13:44",65,80,65,80,80,80,80,100,100,80,80,80,80,"80",80,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8542919",4845,"T31","4/06/13 13:44",100,100,80,80,100,80,50,35,80,65,80,100,80,"80",75.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575977",4846,"T31","4/06/13 13:44",65,80,65,50,80,80,50,65,50,50,50,65,35,"65",59.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579313",4847,"T25","4/06/13 13:44",65,100,100,100,80,80,80,80,65,65,80,100,80,"100",81.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8358653",4848,"T25","4/06/13 13:44",100,50,100,100,65,80,80,80,100,80,100,65,80,"100",85,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576295",4849,"T31","4/06/13 13:44",80,80,80,100,100,100,80,65,65,80,80,80,65,"65",79.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8535705",4850,"T05","4/06/13 13:44",65,100,50,100,100,80,35,35,80,50,65,65,35,"80",61.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578885",4851,"T31","4/06/13 13:44",65,80,65,65,100,100,80,20,50,80,65,80,50,"80",68.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8516021",4852,"T25","4/06/13 13:44",65,100,100,80,80,100,80,80,100,65,65,65,80,"100",80.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578535",4853,"T25","4/06/13 13:44",100,100,80,80,50,100,80,80,100,80,100,80,65,"80",83.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8354115",4854,"T25","4/06/13 13:44",65,80,100,80,100,80,100,80,80,80,80,65,80,"100",83.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8548067",4855,"T31","4/06/13 13:44",50,50,50,20,20,20,20,0,20,35,20,35,50,"50",31.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579423",4856,"T28","4/06/13 13:44",100,100,100,80,80,80,100,100,100,100,100,100,80,"80",95,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576175",4857,"T30","4/06/13 13:44",65,65,65,65,65,100,80,80,80,80,80,80,65,"80",75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530473",4858,"T05","4/06/13 13:48",35,100,80,100,100,80,50,35,80,35,35,65,65,"80",60.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8288857",4859,"T05","4/06/13 13:44",50,100,50,100,100,80,65,80,80,80,80,80,80,"80",75.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8595075",4860,"T05","4/06/13 13:44",80,100,50,65,100,80,50,50,100,50,50,65,50,"80",65,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581785",4861,"T31","4/06/13 13:44",80,65,80,50,80,65,100,100,100,80,80,100,100,"100",85,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580223",4862,"T05","4/06/13 13:44",50,100,50,100,100,80,65,50,80,65,65,80,50,"50",66.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8458723",4866,"T25","4/06/13 13:44",65,100,100,100,100,80,80,65,100,65,80,100,80,"100",82.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8534409",4871,"T19","4/06/13 13:44",50,65,65,80,20,80,35,35,50,35,50,50,50,"50",48.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8594143",4873,"T31","4/06/13 13:44",50,65,50,50,35,65,50,50,65,50,50,65,50,"50",52.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8531381",4874,"T31","4/06/13 13:44",50,100,80,100,80,100,50,20,65,50,50,80,65,"65",62.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8527661",4875,"T19","4/06/13 13:44",50,100,80,65,80,65,65,80,80,65,65,80,80,"80",72,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530361",4876,"T32","4/06/13 13:44",35,100,100,80,100,100,50,65,80,50,80,80,80,"80",71.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8597903",4877,"T31","4/06/13 13:44",65,65,65,80,80,35,50,50,65,65,65,80,65,"65",62.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8566849",4878,"T19","4/06/13 13:44",35,100,80,50,80,65,50,50,65,50,50,65,35,"50",57,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8574613",4879,"T19","4/06/13 13:44",50,65,50,50,80,50,35,50,80,50,50,50,65,"65",53.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578397",4880,"T19","4/06/13 13:44",50,100,80,100,80,50,50,50,80,50,50,65,80,"80",64.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8510981",4881,"T30","4/06/13 13:44",35,80,65,65,80,80,50,65,80,50,65,65,65,"65",61.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8584785",4882,"T30","4/06/13 13:44",65,80,80,100,100,80,65,80,80,50,65,65,65,"65",71.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8619457",4883,"T19","4/06/13 13:44",50,65,65,65,80,80,65,50,80,65,65,80,65,"80",65.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588893",4884,"T32","4/06/13 13:44",50,80,80,50,80,50,50,65,50,50,65,80,80,"80",62.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586563",4885,"T19","4/06/13 13:44",50,35,65,80,80,65,65,65,80,65,65,65,65,"65",64.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575311",4886,"T19","4/06/13 13:44",65,100,80,100,80,80,35,50,80,65,50,65,65,"80",67.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586153",4887,"T31","4/06/13 13:44",100,100,100,80,80,100,100,65,100,80,100,100,100,"80",90.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8566611",4888,"T31","4/06/13 13:44",65,100,80,80,100,100,80,80,80,80,80,65,65,"65",79.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8357111",4889,"T31","4/06/13 13:44",0,80,100,100,80,80,0,0,0,0,35,50,80,"65",38.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8535021",4890,"T30","4/06/13 13:48",35,65,65,65,100,80,20,65,100,65,50,80,35,"80",61,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8574607",4891,"T30","5/06/13 13:27",80,80,80,65,80,80,80,100,100,80,100,80,80,"100",84.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587633",4892,"T31","4/06/13 13:44",100,100,80,100,100,100,65,65,100,100,100,80,100,"80",89,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8592795",4893,"T32","4/06/13 13:44",65,80,65,80,100,80,50,65,100,50,65,80,100,"80",70.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580399",4894,"T31","4/06/13 13:44",50,100,80,80,100,100,65,65,80,65,65,80,65,"80",73.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8408593",4895,"T32","4/06/13 13:44",65,65,80,50,50,35,65,80,65,50,80,80,65,"80",65,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8406251",4896,"T19","4/06/13 13:44",65,100,65,100,80,80,80,80,80,80,65,80,65,"80",77.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587235",4897,"T32","4/06/13 13:44",80,100,100,80,100,100,80,80,100,50,100,80,80,"80",82.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530961",4898,"T19","4/06/13 13:44",50,65,65,65,80,100,50,50,80,50,65,50,50,"80",60.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8531435",4899,"T19","4/06/13 13:44",50,65,65,65,50,50,65,65,80,65,50,65,65,"65",62,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8409797",4900,"T19","4/06/13 13:44",50,35,65,50,80,65,35,50,65,50,50,50,65,"65",53.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8551691",4901,"T31","4/06/13 13:44",50,100,100,100,80,100,50,65,100,50,50,65,50,"50",68.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8608903",4902,"T30","4/06/13 13:44",65,50,65,65,80,100,65,80,80,80,80,50,80,"80",72.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583305",4904,"T30","4/06/13 13:44",50,100,65,65,80,100,65,65,80,65,65,65,65,"65",68.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8473277",4905,"T30","4/06/13 13:44",50,65,80,65,100,100,0,50,65,35,50,50,65,"65",54.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586619",4906,"T30","4/06/13 13:44",35,80,65,65,100,80,50,50,65,50,50,50,65,"65",58.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8285971",4907,"T19","4/06/13 13:44",50,80,65,50,80,50,50,35,80,35,35,50,65,"65",53,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8593265",4908,"T30","4/06/13 13:44",65,80,100,80,100,80,80,65,80,80,65,50,65,"80",77,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8474767",4909,"T32","4/06/13 13:44",80,100,100,100,100,100,80,100,80,80,100,100,100,"80",91,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588339",4910,"T31","4/06/13 13:44",80,100,100,100,100,100,80,100,100,80,80,80,80,"80",89,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530557",4911,"T31","4/06/13 13:47",100,100,80,65,100,100,65,65,80,100,80,100,100,"80",86.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577309",4912,"T32","4/06/13 13:47",80,80,100,100,100,80,50,50,100,50,65,100,50,"80",73.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579073",4913,"T32","4/06/13 13:47",65,100,80,80,65,100,50,65,80,65,80,80,80,"80",73,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586437",4914,"T30","4/06/13 13:47",50,80,65,65,80,80,65,65,80,65,65,65,65,"65",66.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8571187",4915,"T32","4/06/13 13:47",80,100,80,80,80,80,65,80,100,50,100,100,50,"80",76.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580595",4916,"T30","4/06/13 13:47",80,80,80,80,100,80,80,100,100,100,100,65,80,"80",87.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579731",4917,"T19","4/06/13 13:47",50,65,65,65,80,80,50,35,80,35,50,65,50,"50",54.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588255",4918,"T30","4/06/13 13:47",65,65,80,65,80,80,65,65,80,80,65,80,65,"80",72.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580303",4919,"T32","4/06/13 13:47",50,100,80,100,100,100,50,50,65,50,65,100,50,"100",69.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578821",4920,"T32","4/06/13 13:47",80,100,80,100,100,100,80,100,65,100,100,100,100,"80",91.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8527279",4921,"T32","4/06/13 13:47",80,100,100,100,100,80,65,80,65,65,80,100,100,"80",82.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588449",4922,"T31","4/06/13 13:47",65,50,80,80,100,100,80,80,80,80,65,65,65,"65",76,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8529435",4923,"T30","4/06/13 13:47",65,0,65,100,80,100,65,65,80,50,65,65,65,"80",65.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
