"SubmissionID","marking.sec","Text","Drawing","Recording","project","course","sem","report","marking.min"
2490,1485,14,43,43,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",24.75
2491,610,0,8,92,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.17
2492,4131,17,53,31,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",68.85
2493,1249,91,0,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.82
2494,863,6,6,88,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.38
2495,1462,68,26,5,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",24.37
2496,1515,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",25.25
2497,505,38,13,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.42
2498,1592,6,33,61,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.53
2499,869,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.48
2501,654,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.9
2502,330,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.5
2503,1345,21,14,64,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.42
2504,495,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.25
2507,697,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.62
2508,1566,19,48,33,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.1
2509,1343,56,33,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.38
2510,1183,79,7,14,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.72
2511,498,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.3
2512,1627,5,21,74,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",27.12
2513,1062,85,0,15,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.7
2514,772,20,30,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.87
2515,1362,5,30,65,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.7
2516,1978,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",32.97
2517,650,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.83
2518,1164,50,0,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.4
2519,458,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.63
2521,1954,22,44,35,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",32.57
2522,818,10,10,80,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.63
2523,2389,24,44,32,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",39.82
2524,368,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.13
2525,678,92,0,8,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.3
2526,715,67,0,33,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.92
2527,2358,79,10,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",39.3
2528,265,50,0,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.42
2530,1045,77,0,23,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.42
2531,2657,59,35,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",44.28
2532,2446,71,25,4,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",40.77
2533,1885,57,0,43,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",31.42
2535,1292,77,0,23,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",21.53
2536,1552,74,23,4,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",25.87
2538,1072,85,0,15,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.87
2539,2629,17,61,22,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",43.82
2541,432,63,13,25,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.2
2542,1366,38,0,63,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.77
2543,429,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.15
2544,961,60,28,12,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.02
2545,946,38,31,31,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.77
2546,2171,20,20,60,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",36.18
2547,501,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.35
2548,688,8,8,85,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.47
2550,822,75,19,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.7
2551,1027,17,17,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.12
2552,1771,21,41,38,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",29.52
2553,1883,36,14,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",31.38
2554,863,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.38
2555,1039,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.32
2556,664,18,27,55,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.07
2557,451,11,11,78,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.52
2558,5102,21,53,26,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",85.03
2559,583,64,27,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.72
2560,2741,64,18,18,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",45.68
2561,1064,43,30,26,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.73
2562,584,13,13,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.73
2563,927,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.45
2565,677,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.28
2567,1020,7,7,87,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17
2568,1125,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.75
2569,574,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.57
2570,574,10,0,90,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.57
2571,529,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.82
2572,641,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.68
2573,1732,69,8,23,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",28.87
2574,602,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.03
2576,1192,56,11,33,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.87
2577,713,69,0,31,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.88
2578,613,65,27,8,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.22
2579,1428,73,7,20,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",23.8
2580,405,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.75
2581,502,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.37
2582,743,64,7,29,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.38
2583,1095,29,0,71,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.25
2584,634,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.57
2585,839,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.98
2587,1012,0,20,80,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.87
2589,707,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.78
2591,1215,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.25
2592,840,32,42,26,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14
2593,920,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.33
2594,1001,24,44,32,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.68
2595,1452,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",24.2
2597,1905,18,12,71,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",31.75
2599,2101,8,0,92,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",35.02
2600,2273,46,8,46,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",37.88
2601,5298,6,47,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",88.3
2602,1534,85,0,15,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",25.57
2603,341,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.68
2604,3166,57,7,36,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",52.77
2605,402,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.7
2606,906,33,33,33,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.1
2607,1016,15,15,69,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.93
2608,944,18,41,41,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.73
2609,1264,8,0,92,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",21.07
2610,355,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.92
2611,2970,82,14,5,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",49.5
2612,369,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.15
2613,491,0,29,71,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.18
2614,578,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.63
2615,446,32,32,36,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.43
2616,1598,6,28,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.63
2617,332,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.53
2618,1085,17,11,72,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.08
2619,904,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.07
2621,2070,86,0,14,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",34.5
2622,682,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.37
2623,1560,33,28,39,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26
2624,1235,33,0,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.58
2625,1646,8,0,92,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",27.43
2626,1327,26,45,29,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.12
2627,834,73,0,27,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.9
2629,839,67,7,27,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.98
2630,1197,8,33,58,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.95
2631,1240,33,0,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.67
2632,644,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.73
2633,2215,4,43,54,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",36.92
2635,2157,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",35.95
2636,588,25,0,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.8
2638,1225,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.42
2639,1796,74,5,21,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",29.93
2640,1231,70,21,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.52
2642,716,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.93
2643,776,69,19,13,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.93
2644,535,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.92
2645,286,58,35,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.77
2646,555,100,0,0,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.25
2647,823,33,11,56,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.72
2648,645,64,0,36,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.75
2652,644,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.73
2653,977,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.28
2654,929,13,13,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.48
2655,1597,12,18,71,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.62
2656,480,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8
2657,685,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.42
2686,281,45,0,55,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.68
2687,576,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.6
2688,1802,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",30.03
2689,484,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.07
2690,772,82,6,12,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.87
2691,891,0,65,35,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.85
2692,1024,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.07
2693,497,47,0,53,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.28
2695,1589,19,19,62,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.48
2696,556,17,39,43,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.27
2697,107,18,36,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",1.78
2698,1011,80,0,20,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.85
2700,1138,27,13,60,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.97
2702,976,33,0,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.27
2703,822,68,23,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.7
2704,716,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.93
2706,612,17,0,83,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.2
2707,1458,22,26,52,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",24.3
2708,846,0,36,65,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.1
2709,913,77,0,23,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.22
2710,415,56,0,44,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.92
2712,897,76,18,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.95
2713,341,73,0,27,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.68
2724,542,47,0,53,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.03
2725,662,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.03
2726,463,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.72
2727,1007,46,0,54,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.78
2728,967,65,10,25,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.12
2730,516,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.6
2731,465,88,0,13,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.75
2732,1965,59,31,10,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",32.75
2733,1029,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.15
2734,661,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.02
2735,1028,66,28,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",17.13
2736,793,93,0,7,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.22
2737,868,76,15,10,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.47
2738,425,54,0,46,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.08
2739,1123,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.72
2740,1806,68,16,16,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",30.1
2741,707,46,0,54,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.78
2742,223,89,0,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",3.72
2743,769,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.82
2744,360,91,0,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6
2745,736,76,19,5,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.27
2746,525,89,0,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.75
2749,646,18,18,65,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.77
2750,914,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.23
2752,574,21,0,79,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.57
2754,520,53,0,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.67
2755,1220,11,0,89,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",20.33
2756,818,54,31,15,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.63
2757,497,13,0,88,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.28
2758,810,33,19,48,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.5
2759,481,90,0,10,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.02
2760,763,68,16,16,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.72
2761,45,79,14,7,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",0.75
2762,627,36,0,64,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.45
2763,1262,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",21.03
2764,473,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.88
2765,806,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.43
2766,747,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.45
2767,628,91,0,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.47
2769,297,88,0,13,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.95
2770,1525,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",25.42
2772,487,62,0,38,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.12
2773,824,31,0,69,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.73
2774,279,89,0,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.65
2775,1019,50,13,38,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.98
2776,665,33,7,60,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.08
2778,1080,71,25,4,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18
2779,384,92,0,8,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.4
2780,274,56,0,44,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.57
2781,514,46,0,54,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.57
2782,739,21,14,64,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.32
2783,239,90,0,10,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",3.98
2784,577,25,0,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.62
2785,788,9,9,82,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.13
2786,526,36,9,55,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.77
2787,272,91,0,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",4.53
2788,1343,33,0,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.38
2789,668,42,17,42,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.13
2790,378,42,0,58,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.3
2791,1800,0,37,63,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",30
2793,967,30,26,43,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.12
2794,4984,59,38,3,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",83.07
2795,471,58,16,26,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.85
2797,6307,38,51,11,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",105.12
2800,1184,69,15,15,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.73
2801,8940,29,57,14,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",149
2802,3456,71,25,4,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",57.6
2803,1149,27,32,41,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.15
2806,708,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.8
2814,317,27,54,18,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.28
2810,1700,12,56,32,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",28.33
2813,615,86,0,14,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.25
2833,868,76,18,6,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.47
2834,541,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.02
2835,413,58,0,42,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.88
2836,775,61,17,22,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.92
2837,1390,50,14,36,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",23.17
2838,304,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.07
2839,728,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.13
2840,778,15,50,35,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.97
2843,1160,5,47,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.33
2844,645,8,23,69,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.75
2845,979,19,13,69,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.32
2846,382,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.37
2848,658,30,0,70,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.97
2849,506,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.43
3898,1609,18,0,82,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",26.82
2851,718,18,6,76,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.97
2852,754,91,0,9,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.57
2853,648,8,8,83,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.8
2854,2131,8,46,46,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",35.52
2856,634,81,6,13,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.57
2857,594,25,0,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",9.9
2858,713,67,11,22,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.88
2859,1552,6,24,71,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",25.87
2861,894,23,0,77,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.9
2862,2370,11,11,79,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",39.5
2863,916,67,0,33,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",15.27
2864,752,15,8,77,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.53
2865,346,10,0,90,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",5.77
2866,1007,11,39,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.78
2867,802,21,32,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",13.37
2868,1680,80,0,20,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",28
2869,679,53,0,47,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",11.32
2870,469,100,0,0,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.82
3120,1088,40,30,30,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",18.13
2872,414,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.9
2873,748,30,20,50,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",12.47
2874,449,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.48
2875,1186,31,13,56,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.77
2876,405,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.75
2877,1168,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",19.47
2878,1321,20,13,67,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",22.02
2879,407,47,0,53,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.78
2880,886,26,35,39,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",14.77
2881,397,90,0,10,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",6.62
2882,1924,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",32.07
2883,454,67,8,25,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",7.57
2884,500,0,0,100,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",8.33
2885,1432,12,52,36,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",23.87
2887,641,6,13,81,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",10.68
2888,1004,25,0,75,"BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1",16.73
