"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"115","S8572329",6314,"T04","21/08/13 21:31",100,100,80,80,80,40,60,80,80,80,60,80,NA,80,4029,"Yes"
"116","S8575435",6357,"T15","23/08/13 13:21",80,40,40,80,80,100,80,80,60,60,20,80,NA,60,3957,"Yes"
"117","S8575597",6310,"T11","18/08/13 21:53",100,100,60,60,60,80,60,60,60,60,40,80,NA,60,3960,"Yes"
"118","S8575679",6031,"T16","15/08/13 21:21",100,40,100,80,100,80,80,80,60,60,20,80,NA,80,3973,"Yes"
"119","S8575681",5902,"T07","15/08/13 21:21",80,100,40,40,80,80,20,40,60,60,20,80,NA,60,3967,"Yes"
"120","S8575863",5729,"T15","12/08/13 11:28",100,100,60,80,40,100,40,80,60,60,20,80,NA,60,1814,"No login"
"121","S8576023",6263,"T01","15/08/13 21:21",100,100,60,80,80,80,100,60,100,80,40,80,NA,80,3998,"Yes"
"122","S8576417",6426,"T16","20/08/13 6:27",80,100,80,100,80,80,60,80,80,60,100,80,NA,80,4000,"Yes"
"123","S8576429",5701,"T01","9/08/13 14:14",80,80,60,100,80,80,80,60,100,80,80,80,NA,80,3984,"Yes"
"124","S8576649",6117,"T04","21/08/13 10:46",60,80,60,100,80,60,60,80,80,80,60,80,NA,80,4003,"Yes"
"125","S8577419",5526,"T12","9/08/13 11:57",100,100,80,100,100,100,100,100,80,80,100,80,NA,100,3980,"Yes"
"126","S8577441",5529,"T01","9/08/13 14:14",100,100,80,100,100,80,100,60,100,100,80,100,NA,100,3994,"Yes"
"127","S8577771",6182,"T05","24/08/13 18:03",80,80,80,80,80,80,80,100,80,100,100,100,NA,80,3962,"Yes"
"128","S8578667",5835,"T10","15/08/13 7:14",100,100,80,100,80,100,100,80,80,80,60,100,NA,80,3976,"Yes"
"129","S8578677",5823,"T07","13/08/13 6:38",80,80,60,60,80,100,40,60,80,60,40,80,NA,60,3985,"Yes"
"130","S8578683",6302,"T15","21/08/13 7:12",80,100,80,80,80,100,80,80,100,80,100,80,NA,80,3965,"Yes"
"131","S8579027",5904,"T15","15/08/13 21:22",80,100,60,80,80,80,60,80,80,60,80,80,NA,80,4014,"Yes"
"132","S8579033",5921,"T16","16/08/13 11:52",100,100,100,80,100,100,60,80,60,60,20,80,NA,80,4016,"Yes"
"133","S8579079",5632,"T06","12/08/13 22:17",100,100,80,80,100,100,60,80,80,80,100,80,NA,80,4005,"Yes"
"134","S8579327",5568,"T03","13/08/13 6:38",60,100,40,80,60,80,80,60,60,60,100,80,NA,80,3958,"Yes"
"136","S8579731",5705,"T03","15/08/13 7:14",100,80,100,100,100,80,100,80,80,100,100,80,NA,100,2158,"Yes"
"137","S8579773",6344,"T16","20/08/13 6:27",100,60,80,80,100,80,60,40,40,40,20,60,NA,60,3995,"Yes"
"138","S8579995",6051,"T15","20/08/13 6:27",100,100,80,80,100,100,80,80,80,80,80,80,NA,80,3987,"Yes"
"139","S8579995",7669,"T15","21/08/13 21:31",80,100,60,80,100,20,20,80,80,80,100,80,NA,80,3987,"Yes"
"140","S8580105",7665,"T05","21/08/13 10:46",100,100,40,100,80,100,80,80,100,100,80,100,NA,80,3981,"Yes"
"141","S8580137",5658,"T05","15/08/13 7:14",100,100,80,100,80,100,80,100,80,80,100,100,NA,100,3990,"Yes"
"142","S8580759",6433,"T13","20/08/13 17:49",100,60,80,80,60,80,100,60,80,60,100,80,NA,60,3956,"Yes"
"143","S8580849",5988,"T06","19/08/13 16:10",100,100,60,100,100,80,60,100,100,80,100,100,100,NA,3991,"Yes"
"144","S8581053",5938,"T06","19/08/13 16:10",100,60,60,100,80,80,60,100,100,100,20,100,NA,80,4013,"Yes"
"145","S8581179",6199,"T02","22/08/13 21:07",80,80,40,80,100,100,60,100,100,80,60,100,NA,80,4022,"Yes"
"146","S8581181",5812,"T06","12/08/13 22:17",60,40,60,80,60,40,40,60,40,60,20,80,NA,60,3988,"Yes"
"147","S8581449",5766,"T05","15/08/13 7:14",80,80,60,80,60,100,80,60,60,60,80,100,NA,80,4008,"Yes"
"148","S8581813",6052,"T03","20/08/13 14:02",60,40,100,80,60,100,100,80,80,60,40,100,NA,80,3961,"Yes"
"149","S8581883",5976,"T10","20/08/13 6:26",100,100,60,20,80,80,40,80,80,60,20,80,NA,60,4017,"Yes"
"150","S8581957",5922,"T11","15/08/13 21:22",100,100,100,80,100,80,60,60,60,60,20,100,NA,80,4015,"Yes"
"151","S8582135",6274,"T12","15/08/13 21:21",80,100,100,100,100,80,100,80,80,60,100,80,NA,100,2524,"Yes"
"152","S8582459",5634,"T04","12/08/13 22:17",60,80,60,80,60,100,80,80,80,60,60,80,NA,80,4018,"Yes"
"153","S8582671",5868,"T03","16/08/13 11:53",100,80,100,100,60,100,100,60,80,60,60,80,NA,80,3964,"Yes"
"154","S8582683",6083,"T06","19/08/13 16:10",100,60,60,60,80,80,60,100,80,80,80,100,NA,80,4020,"Yes"
"155","S8582755",5890,"T11","15/08/13 21:22",100,40,100,60,80,100,60,100,80,80,60,80,NA,80,3982,"Yes"
"156","S8582971",6065,"T12","12/08/13 11:28",100,100,80,80,100,80,80,80,80,60,60,80,NA,80,3978,"Yes"
"157","S8583177",5903,"T16","15/08/13 21:21",100,100,80,80,100,100,60,80,80,60,100,80,NA,80,3997,"Yes"
"158","S8583285",6180,"T05","24/08/13 18:03",80,80,40,40,80,40,60,40,40,40,40,100,NA,60,3983,"No login"
"159","S8583463",6230,"T05","24/08/13 18:03",60,100,80,80,80,100,80,100,100,100,100,100,NA,100,4021,"Yes"
"160","S8583591",5653,"T03","18/08/13 21:53",80,80,100,100,60,100,100,60,40,60,100,60,NA,80,4001,"Yes"
"162","S8583647",6276,"T09","15/08/13 21:22",100,100,60,20,100,100,80,80,80,80,80,80,NA,80,4006,"Yes"
"163","S8583741",6294,"T10","21/08/13 10:46",100,100,60,80,80,80,20,60,80,60,60,80,NA,80,4846,"Yes"
"164","S8583787",5580,"T15","12/08/13 11:28",100,80,80,80,80,80,80,80,80,60,80,80,NA,80,1787,"Yes"
"165","S8583931",5781,"T06","12/08/13 22:17",100,100,60,100,80,100,80,80,100,80,100,100,NA,100,3979,"Yes"
"166","S8584203",6132,"T15","18/08/13 21:53",100,100,100,80,100,100,40,80,100,80,80,80,NA,100,3970,"Yes"
"167","S8584231",7687,"T04","22/08/13 11:26",80,100,80,60,60,60,60,80,80,40,80,80,NA,80,3972,"Yes"
"168","S8584243",5965,"T12","12/08/13 11:28",80,100,60,80,80,80,80,80,80,60,100,80,NA,80,3969,"Yes"
"169","S8584299",5599,"T02","13/08/13 6:38",100,100,60,80,80,100,60,80,80,60,40,80,NA,80,4023,"Yes"
"170","S8584333",5685,"T08","19/08/13 16:10",80,80,80,40,100,100,100,100,100,60,60,100,NA,80,3989,"Yes"
"171","S8585485",5947,"T09","15/08/13 21:21",100,40,80,100,100,40,60,100,100,100,100,100,NA,80,4019,"Yes"
"172","S8585961",6299,"T10","21/08/13 10:46",60,100,80,100,80,80,40,60,80,60,60,80,NA,80,1978,"Yes"
"174","S8586119",6423,"T01","22/08/13 11:26",100,60,60,80,60,100,80,80,80,80,20,100,NA,80,3959,"Yes"
"175","S8586423",6024,"T09","15/08/13 21:21",100,40,80,20,40,40,80,60,60,60,20,60,NA,60,2131,"Yes"
"176","S8586667",6217,"T15","21/08/13 7:12",80,60,20,80,80,100,80,80,60,60,20,80,NA,60,2125,"No login"
"177","S8586675",5595,"T12","9/08/13 11:57",100,100,80,80,80,100,80,100,100,80,100,80,NA,100,2065,"No login"
"178","S8586849",5805,"T04","12/08/13 22:17",80,100,100,80,100,60,80,80,80,60,100,80,NA,80,3974,"Yes"
"180","S8587161",5538,"T17","13/08/13 17:33",100,80,80,100,80,80,60,80,80,80,60,80,NA,80,4009,"Yes"
"181","S8587353",5579,"T01","9/08/13 14:14",100,100,80,100,20,100,100,80,80,100,100,80,NA,80,4007,"Yes"
"182","S8587773",5892,"T07","15/08/13 21:21",80,100,80,40,20,20,20,60,80,60,20,80,NA,60,3968,"Yes"
"183","S8587875",6334,"T14","15/08/13 21:21",100,100,100,80,80,100,80,80,80,80,20,80,NA,80,3966,"No login"
"184","S8588005",5900,"T03","16/08/13 11:53",80,100,60,100,80,40,80,80,80,60,60,80,NA,80,3986,"Yes"
"185","S8588313",6179,"T11","18/08/13 21:53",80,100,60,80,60,60,40,60,60,60,40,80,NA,60,3996,"Yes"
"187","S8588531",7680,"T06","13/09/13 12:33",80,80,40,80,80,100,40,80,60,60,20,80,60,NA,1785,"Yes"
"188","S8588851",5967,"T01","13/08/13 6:38",60,60,60,80,80,80,100,80,100,100,20,80,NA,80,4010,"Yes"
"189","S8589861",5533,"T02","15/08/13 7:14",100,100,60,80,80,100,60,80,80,80,100,80,NA,80,4052,"Yes"
"190","S8590485",6349,"T05","23/08/13 13:22",100,100,60,100,100,100,80,100,80,100,80,100,NA,100,4027,"Yes"
"191","S8591953",6015,"T06","20/08/13 14:02",100,80,100,100,100,100,60,80,80,80,20,100,NA,80,4030,"Yes"
"192","S8592005",5722,"T10","12/08/13 11:28",80,100,60,100,80,100,60,80,80,20,20,80,NA,80,4031,"Yes"
"193","S8593277",6123,"T12","12/08/13 11:28",100,100,80,80,100,80,80,80,80,60,80,80,NA,80,4032,"Yes"
"194","S8595015",6311,"T06","21/08/13 14:16",100,100,60,80,80,100,60,80,100,80,100,100,NA,80,4035,"Yes"
"195","S8597237",6041,"T09","15/08/13 21:21",80,40,100,80,80,100,100,80,80,60,60,60,NA,80,4046,"Yes"
"196","S8597839",6152,"T03","22/08/13 11:26",80,100,100,100,100,80,80,80,80,80,100,100,NA,100,4057,"Yes"
"197","S8598663",6115,"T12","12/08/13 11:28",100,100,80,80,100,80,100,100,100,80,60,100,NA,100,4053,"Yes"
"198","S8602701",5682,"T01","9/08/13 14:14",100,100,80,80,100,80,100,80,80,100,20,80,NA,80,4036,"Yes"
"199","S8603249",6006,"T01","12/08/13 11:28",100,100,80,100,80,80,100,100,80,100,100,60,NA,100,4038,"Yes"
"200","S8603887",6432,"T10","23/08/13 13:21",100,40,100,100,80,100,80,80,80,80,60,80,NA,80,4039,"Yes"
"201","S8606153",5819,"T01","9/08/13 14:14",100,100,80,100,100,100,100,60,60,80,20,60,NA,80,4043,"No login"
"202","S8606201",6373,"T13","20/08/13 17:49",100,60,60,60,80,100,80,60,60,60,20,60,NA,60,4041,"Yes"
"203","S8606503",6430,"T02","23/08/13 13:22",100,100,100,100,100,100,60,60,100,100,60,100,NA,100,4054,"Yes"
"204","S8606795",5721,"T03","12/08/13 11:28",60,100,80,80,20,100,20,60,80,80,20,40,NA,60,4090,"No login"
"205","S8607057",8453,"T01","19/09/13 16:15",80,60,40,20,60,100,80,60,60,80,20,80,NA,60,4049,"No login"
"206","S8607175",6235,"T03","22/08/13 11:26",80,60,40,80,80,80,80,80,80,60,40,80,NA,80,4091,"Yes"
"207","S8607879",6242,"T02","22/08/13 21:07",100,80,40,80,100,100,100,80,80,80,60,100,NA,80,4045,"Yes"
"208","S8612039",6079,"T10","20/08/13 14:02",100,100,80,100,80,80,60,80,100,60,60,80,NA,80,4085,"Yes"
"209","S8614359",5697,"T04","12/08/13 22:17",80,60,40,80,80,100,60,60,60,20,60,80,NA,60,4086,"Yes"
"210","S8614735",5571,"T04","12/08/13 22:17",60,100,80,80,100,80,80,100,100,80,100,100,NA,80,4761,"Yes"
"211","S8614939",5785,"T06","12/08/13 22:17",100,100,60,80,80,80,20,80,80,60,80,100,NA,80,4760,"Yes"
"212","S8615041",5527,"T12","9/08/13 11:57",100,100,40,80,80,100,60,100,80,60,100,80,NA,80,4762,"Yes"
"213","S8615615",6392,"T08","18/08/13 21:53",100,100,100,80,100,100,80,80,80,80,100,100,NA,100,4058,"Yes"
"214","S8616037",7684,"T13","28/08/13 1:15",100,80,80,80,100,100,80,100,80,80,40,100,NA,80,4847,"Yes"
"215","S8616467",6033,"T09","15/08/13 21:21",100,100,80,80,80,100,80,80,80,60,60,80,NA,80,4087,"Yes"
"216","S8617071",6229,"T03","22/08/13 11:26",80,100,40,100,80,100,100,80,80,80,60,80,NA,80,4059,"Yes"
"217","S8617163",5811,"T08","12/08/13 11:28",80,80,60,100,80,100,100,60,80,60,100,100,NA,80,4084,"Yes"
"218","S8618633",6022,"T01","12/08/13 11:28",100,100,40,80,60,80,80,60,80,80,20,60,NA,80,4061,"Yes"
"219","S8619261",5971,"T02","20/08/13 6:26",100,60,40,80,80,100,60,60,60,80,80,80,NA,80,4060,"Yes"
"220","S8623861",6215,"T11","18/08/13 21:53",100,100,80,80,60,60,60,60,60,60,40,60,NA,60,4811,"Yes"
"221","S8623897",5822,"T03","12/08/13 11:28",80,80,40,80,60,100,80,80,80,80,40,40,NA,80,4763,"Yes"
"222","S8623969",5737,"T10","12/08/13 11:28",80,100,60,20,100,100,80,80,80,60,100,80,NA,80,4764,"Yes"
"223","S8624057",6082,"T04","21/08/13 10:46",60,100,80,100,80,80,60,60,80,40,20,60,NA,60,4088,"Yes"
"224","S8624165",5800,"T02","13/08/13 6:38",80,80,60,80,80,100,60,80,80,60,100,80,NA,80,4758,"Yes"
"225","S8624195",6253,"T03","22/08/13 11:26",100,60,40,100,80,100,100,60,80,40,20,60,NA,80,2577,"Yes"
"226","S8624219",5572,"T10","12/08/13 11:28",80,100,80,40,80,100,60,80,80,20,20,80,NA,60,4094,"Yes"
"227","S8624305",5671,"T01","9/08/13 14:14",100,100,60,80,80,100,60,40,80,60,20,40,NA,60,4807,"Yes"
"228","S8624309",6237,"T03","22/08/13 11:26",100,60,100,80,60,80,20,60,60,60,20,60,NA,60,4083,"Yes"
"229","S8624319",5769,"T05","15/08/13 7:14",100,60,100,100,20,100,80,100,100,100,20,100,NA,80,4092,"Yes"
"230","S8624377",5663,"T05","12/08/13 11:28",80,100,80,100,60,100,80,80,80,100,20,100,NA,80,4772,"Yes"
"231","S8624379",5848,"T11","15/08/13 21:22",100,40,40,40,80,60,40,60,40,60,60,80,NA,60,4766,"Yes"
