"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"17","S8402295",1978,"T15","18/03/13 15:55",80,100,60,100,80,80,80,100,80,60,40,80,NA,80,463,"Yes"
"18","S8408443",2013,"T10","25/03/13 11:44",100,40,60,100,80,80,60,60,80,80,60,80,NA,80,2588,"Yes"
"19","S8409235",1749,"T26","19/03/13 23:46",100,80,60,NA,20,80,100,40,40,20,40,60,NA,60,2586,"Yes"
"22","S8412939",1527,"T21","18/03/13 9:40",80,100,80,100,80,100,100,80,80,80,60,100,NA,80,2584,"Yes"
"23","S8419401",1725,"T05","20/03/13 11:45",100,100,80,100,80,100,100,60,100,80,40,100,NA,80,2783,"Yes"
"24","S8421487",1922,"T21","19/03/13 23:48",80,100,80,100,80,100,100,80,80,100,100,100,NA,100,2720,"Yes"
"25","S8440585",1914,"T01","18/03/13 9:39",100,100,60,100,20,80,80,100,100,100,80,100,NA,80,3326,"Yes"
"26","S8465969",1736,"T15","18/03/13 15:55",80,100,60,100,100,100,80,80,60,60,100,80,NA,80,2599,"Yes"
"27","S8469617",2083,"T10","27/03/13 13:30",100,100,60,100,80,100,80,80,100,80,100,100,NA,100,2597,"Yes"
"28","S8470217",1839,"T17","21/03/13 9:38",100,100,100,100,100,20,80,80,80,60,60,100,NA,NA,2598,"Yes"
"30","S8471467",2050,"T05","26/03/13 13:27",60,100,100,100,100,100,100,100,60,80,60,100,NA,80,2596,"Yes"
"31","S8472157",1928,"T10","22/03/13 12:53",100,100,80,100,20,80,80,40,60,60,20,60,NA,60,2593,"No login"
"32","S8472529",1699,"T02","21/03/13 9:45",80,40,40,100,80,100,100,40,80,40,20,60,NA,60,2591,"Yes"
"33","S8474623",2028,"T12","22/03/13 10:09",100,100,60,100,80,80,60,80,60,60,100,80,NA,80,1526,"Yes"
"34","S8500505",2293,"T23","25/03/13 11:44",80,80,40,100,40,100,40,80,60,20,40,80,NA,60,2731,"Yes"
"35","S8514165",1781,"T05","24/03/13 6:23",60,80,80,100,80,100,60,60,60,80,100,60,NA,80,2216,"Yes"
"36","S8518775",1723,"T26","18/03/13 9:36",100,100,80,NA,60,100,100,60,60,60,20,80,NA,80,2600,"Yes"
"37","S8522707",1693,"T03","20/03/13 11:47",60,100,60,80,80,80,80,60,80,60,60,100,NA,80,2619,"Yes"
"38","S8522735",1808,"T05","20/03/13 11:45",80,100,80,100,80,100,100,60,100,100,100,100,NA,100,2755,"Yes"
"39","S8523451",1995,"T15","24/03/13 6:20",100,100,80,100,100,80,80,100,100,100,100,100,NA,100,2607,"Yes"
"40","S8523551",2016,"T01","19/03/13 15:59",80,100,60,100,80,100,40,40,80,60,40,60,NA,80,2609,"Yes"
"41","S8524785",1910,"T05","20/03/13 11:45",80,100,80,100,80,100,100,60,100,80,60,100,NA,80,2608,"Yes"
"42","S8525405",2277,"T03","25/03/13 5:41",100,100,80,80,60,80,80,20,20,20,20,40,NA,60,2610,"Yes"
"43","S8526409",2035,"T25","27/03/13 13:30",60,60,60,100,100,80,60,60,60,80,20,80,NA,60,2602,"Yes"
"44","S8527007",2222,"T10","31/03/13 13:59",100,100,40,100,100,100,100,60,80,60,20,80,NA,80,2785,"Yes"
"45","S8527483",2001,"T26","24/03/13 6:19",80,100,60,NA,60,80,20,80,60,60,40,80,NA,60,2612,"Yes"
"46","S8528077",1522,"T23","18/03/13 16:00",100,60,60,100,100,100,60,80,80,60,20,80,NA,80,2603,"Yes"
"47","S8529073",1538,"T27","18/03/13 15:56",80,40,60,40,40,80,60,40,60,40,20,60,NA,NA,2618,"Yes"
"48","S8531393",1798,"T03","20/03/13 11:47",60,80,100,100,100,80,80,100,100,100,60,100,NA,80,1559,"Yes"
"49","S8531397",1732,"T23","19/03/13 23:45",100,100,80,100,80,100,100,100,80,60,100,100,NA,100,2617,"Yes"
"50","S8533063",1672,"T10","22/03/13 7:20",100,100,40,100,100,100,60,60,60,40,40,60,NA,80,2614,"Yes"
"51","S8533845",1771,"T02","21/03/13 6:14",80,100,100,100,80,100,40,40,60,60,60,60,NA,80,2722,"Yes"
"52","S8534169",1867,"T05","24/03/13 6:23",60,100,100,100,80,100,100,80,100,100,60,100,NA,100,2606,"Yes"
"53","S8534399",1734,"T10","22/03/13 12:53",100,100,60,100,100,100,100,20,20,60,20,60,NA,60,2611,"Yes"
"54","S8534493",1963,"T19","25/03/13 5:41",80,100,80,80,60,80,80,60,60,60,40,60,NA,80,2605,"Yes"
"55","S8538277",2002,"T23","24/03/13 6:18",100,100,40,100,100,20,60,80,60,40,20,60,NA,60,2620,"Yes"
"56","S8546995",1692,"T24","20/03/13 18:05",100,100,60,100,80,80,60,80,80,80,20,80,NA,80,2622,"Yes"
"57","S8550039",1919,"T01","18/03/13 9:39",80,100,40,100,80,80,80,60,100,100,20,80,NA,80,2623,"Yes"
"58","S8550417",1674,"T23","18/03/13 16:00",60,100,60,100,80,100,80,80,60,20,20,100,NA,80,2625,"Yes"
"59","S8550529",2038,"T19","25/03/13 5:41",80,100,80,80,80,60,80,60,80,60,100,60,NA,80,2624,"Yes"
"60","S8552401",1969,"T01","19/03/13 15:59",100,60,40,100,60,100,60,80,80,80,100,60,NA,80,1224,"Yes"
"61","S8559519",1731,"T19","21/03/13 21:57",80,60,60,80,100,80,60,60,60,60,20,60,NA,60,2626,"Yes"
"62","S8562839",2196,"T23","24/03/13 6:18",80,40,100,100,60,100,80,60,60,20,20,60,NA,60,2728,"Yes"
"63","S8563497",1499,"T26","17/03/13 11:38",100,100,60,100,60,80,40,100,80,100,40,100,NA,80,2772,"Yes"
"64","S8564119",2303,"T12","22/03/13 10:09",100,100,80,100,80,80,80,80,80,60,60,80,NA,80,3313,"Yes"
"65","S8565137",1556,"T20","18/03/13 9:38",100,100,100,100,80,100,80,80,60,60,20,80,NA,80,2732,"Yes"
"66","S8566047",1753,"T19","18/03/13 15:59",40,100,60,80,60,60,60,60,60,80,100,60,NA,60,3272,"Yes"
"67","S8567051",1862,"T15","18/03/13 15:55",80,100,80,100,80,100,60,100,80,80,20,100,NA,80,2717,"Yes"
"68","S8568717",1557,"T26","17/03/13 11:38",100,100,40,NA,80,100,100,100,100,80,20,80,NA,80,2627,"Yes"
"69","S8568775",1935,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628,"Yes"
"70","S8569481",1573,"T21","18/03/13 9:40",80,100,100,100,80,100,80,80,100,100,40,100,NA,80,2629,"Yes"
"71","S8571601",2193,"T12","22/03/13 10:09",80,100,60,100,80,60,100,80,80,60,80,80,NA,80,2632,"Yes"
"72","S8572003",2240,"T01","22/03/13 7:21",100,80,60,100,80,80,40,80,80,100,40,60,NA,80,2723,"Yes"
"74","S8572813",2176,"T26","19/03/13 23:46",100,100,60,NA,80,80,100,40,40,40,20,40,NA,60,2212,"Yes"
"75","S8572813",1809,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212,"Yes"
"76","S8572981",2159,"T24","24/03/13 6:21",100,100,60,100,80,100,60,80,80,100,20,80,NA,80,2711,"Yes"
"77","S8573027",1599,"T15","18/03/13 15:55",60,40,100,100,100,100,60,80,80,80,40,80,NA,80,2215,"Yes"
"78","S8575041",1892,"T05","22/03/13 7:20",80,60,80,100,60,100,100,40,60,60,20,60,NA,60,2685,"Yes"
"79","S8575395",2044,"T27","26/03/13 4:56",80,100,60,80,100,100,80,40,60,60,40,40,NA,60,2643,"Yes"
"80","S8576147",1764,"T25","21/03/13 18:02",60,80,60,100,80,100,80,60,60,60,100,60,NA,80,2692,"Yes"
"81","S8576407",1921,"T12","22/03/13 10:09",100,100,60,100,80,80,80,80,60,60,60,80,NA,80,2639,"Yes"
"82","S8576443",2170,"T24","24/03/13 6:21",100,60,40,100,40,100,40,80,60,60,100,80,NA,80,1753,"No login"
"83","S8576779",1882,"T21","19/03/13 23:48",80,60,40,100,80,100,80,80,80,80,60,100,NA,80,2063,"Yes"
"84","S8576823",1985,"T12","22/03/13 10:09",100,100,60,100,80,100,80,80,80,60,100,80,NA,80,2143,"Yes"
"85","S8576833",2151,"T22","22/03/13 7:19",80,100,60,100,80,80,60,80,80,80,60,60,NA,80,2649,"Yes"
"86","S8576965",2251,"T10","31/03/13 13:59",100,100,60,100,100,100,100,80,80,40,20,80,NA,80,2678,"Yes"
"87","S8577053",1588,"T10","18/03/13 15:57",100,40,40,100,100,100,80,60,60,60,40,80,NA,80,2688,"Yes"
"88","S8577063",1803,"T25","21/03/13 18:02",60,40,40,100,80,20,80,80,80,80,20,80,NA,60,2682,"Yes"
"89","S8577203",1967,"T26","24/03/13 6:19",100,100,40,NA,100,80,40,40,60,60,60,80,NA,60,2707,"Yes"
"90","S8577231",1884,"T26","18/03/13 9:36",100,100,80,NA,60,100,100,60,60,100,40,80,NA,80,1959,"Yes"
"91","S8577439",1785,"T18","21/03/13 11:02",100,40,100,60,80,100,60,40,40,80,20,80,NA,60,2679,"Yes"
"92","S8577607",1541,"T27","18/03/13 15:56",100,100,80,80,80,20,60,60,60,40,20,60,NA,60,2671,"Yes"
"93","S8577743",2020,"T02","26/03/13 10:56",80,60,80,100,80,80,20,40,80,60,60,80,NA,60,2665,"Yes"
"94","S8577791",1546,"T21","18/03/13 9:40",80,100,80,100,80,100,80,80,80,80,60,100,NA,80,2691,"Yes"
"95","S8578817",1885,"T03","20/03/13 11:47",80,100,60,80,80,80,80,80,60,80,60,80,80,NA,2654,"Yes"
"96","S8578937",1562,"T24","20/03/13 18:05",100,100,60,100,80,80,80,80,80,100,100,100,NA,80,2663,"Yes"
"97","S8579457",1926,"T10","22/03/13 12:53",100,100,60,100,100,100,100,60,80,80,40,80,NA,80,2640,"Yes"
"98","S8579457",1877,"T10","25/03/13 5:41",100,100,60,100,100,100,100,60,80,80,40,80,NA,80,2640,"Yes"
"99","S8579837",1727,"T03","20/03/13 11:47",40,40,40,60,60,60,60,40,60,40,20,60,NA,40,2670,"Yes"
"100","S8580053",1492,"T21","18/03/13 9:40",100,100,80,100,100,100,100,80,100,80,20,100,NA,80,2635,"Yes"
"101","S8580059",1905,"T15","18/03/13 15:55",80,100,80,100,80,80,80,80,80,60,80,80,NA,80,2684,"Yes"
"103","S8580417",2215,"T10","31/03/13 13:59",100,40,40,100,40,80,60,60,80,60,60,80,NA,60,2637,"Yes"
"104","S8580597",1523,"T10","18/03/13 15:57",100,100,60,100,100,100,80,60,60,60,60,80,NA,80,2661,"Yes"
"105","S8580779",2164,"T25","27/03/13 13:30",60,60,60,100,100,80,60,100,100,80,80,100,NA,80,2673,"Yes"
"106","S8580813",1840,"T21","19/03/13 23:48",80,60,40,100,80,100,80,80,80,80,60,100,NA,80,1889,"Yes"
"107","S8580939",1676,"T10","22/03/13 7:20",100,100,60,100,100,100,60,80,80,60,40,80,NA,80,2709,"Yes"
"108","S8581209",2027,"T20","18/03/13 9:38",100,60,60,80,80,100,80,60,60,60,60,80,NA,80,2683,"Yes"
"109","S8581527",2259,"T05","22/03/13 12:53",100,100,100,100,80,100,100,80,80,80,100,100,NA,100,2669,"No login"
"110","S8581563",2154,"T24","24/03/13 6:21",100,100,60,100,80,100,60,80,80,80,20,80,NA,80,3371,"Yes"
"111","S8581749",1569,"T20","18/03/13 9:38",100,100,100,100,80,100,80,60,60,60,20,80,NA,80,2664,"Yes"
"112","S8582385",2107,"T05","26/03/13 13:27",80,100,80,100,80,100,80,100,80,100,20,100,NA,80,2705,"Yes"
"113","S8582439",1823,"T05","20/03/13 11:45",80,100,80,100,80,80,100,100,100,100,100,100,NA,100,2642,"Yes"
"114","S8582443",1955,"T26","24/03/13 6:19",100,100,100,NA,100,80,100,100,100,100,80,100,NA,100,2677,"Yes"
"115","S8582581",2047,"T10","27/03/13 13:30",100,100,40,100,100,100,60,80,100,80,60,80,NA,80,1831,"Yes"
"116","S8582679",2066,"T25","27/03/13 13:30",40,60,60,100,80,100,60,40,60,60,60,80,NA,60,2708,"Yes"
"117","S8582703",2350,"T05","27/03/13 22:31",80,100,80,100,100,100,100,60,20,80,40,100,NA,80,2644,"Yes"
"118","S8582703",2255,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644,"Yes"
"119","S8583261",1889,"T02","21/03/13 6:14",40,100,100,100,80,100,40,40,80,60,40,80,NA,80,2700,"Yes"
"120","S8583279",1680,"T05","20/03/13 11:45",100,100,60,100,80,100,100,80,80,80,60,100,NA,80,2675,"Yes"
"121","S8583963",2145,"T24","24/03/13 6:21",100,100,60,100,80,100,60,80,80,80,80,80,NA,80,2070,"Yes"
"122","S8584233",2162,"T25","27/03/13 13:30",60,60,60,100,80,100,60,60,80,80,60,80,NA,80,1751,"Yes"
"123","S8584829",1901,"T12","22/03/13 10:09",100,100,60,100,20,20,60,60,60,60,100,80,NA,60,2656,"Yes"
"124","S8584921",2183,"T01","21/03/13 9:41",100,60,60,100,60,60,60,100,100,100,20,80,NA,80,2648,"Yes"
"125","S8584975",1999,"T01","19/03/13 15:59",100,100,60,100,80,80,60,80,100,100,20,80,NA,80,2702,"Yes"
"127","S8585269",2182,"T23","25/03/13 11:44",80,100,80,100,80,100,40,60,40,20,40,60,NA,60,2701,"Yes"
"128","S8585427",1662,"T27","18/03/13 15:56",100,80,60,80,80,80,60,80,80,40,20,40,NA,80,1721,"Yes"
"129","S8585441",1645,"T10","20/03/13 11:48",100,100,40,100,100,80,60,80,80,100,60,80,NA,80,2706,"Yes"
"130","S8585829",1916,"T02","21/03/13 6:14",100,100,60,100,80,100,40,60,80,60,40,80,NA,80,2650,"Yes"
"131","S8585875",1704,"T19","21/03/13 9:41",80,80,60,80,60,80,80,60,60,60,60,60,NA,60,2662,"Yes"
"132","S8585881",2155,"T03","26/03/13 0:40",100,100,60,80,80,80,60,60,80,80,60,60,NA,80,2097,"Yes"
"133","S8585907",1724,"T26","18/03/13 9:36",80,80,100,NA,80,80,100,100,100,100,40,100,80,NA,2645,"Yes"
"134","S8586021",1663,"T05","20/03/13 11:45",80,100,80,100,80,100,100,100,60,80,60,100,NA,80,2704,"Yes"
"135","S8586041",1782,"T23","19/03/13 23:45",100,100,60,100,80,100,100,60,60,40,20,80,NA,80,2659,"Yes"
"137","S8586065",1826,"T12","22/03/13 10:09",100,80,60,100,80,20,100,80,80,60,100,80,NA,80,2191,"Yes"
"138","S8586205",1572,"T27","18/03/13 15:56",100,60,80,80,80,20,60,60,60,40,20,60,NA,60,2636,"Yes"
"139","S8586447",2080,"T23","24/03/13 6:18",80,100,40,100,100,60,20,80,60,60,100,80,NA,80,2674,"Yes"
"140","S8586471",2227,"T16","27/03/13 22:31",80,60,60,100,80,100,40,60,60,60,40,80,NA,80,2695,"Yes"
"141","S8586735",2015,"T19","25/03/13 5:41",80,100,80,80,80,80,80,60,60,80,40,60,NA,80,2638,"Yes"
"142","S8586831",1946,"T26","24/03/13 6:19",100,100,60,NA,60,80,40,80,80,80,40,100,NA,80,2668,"Yes"
"143","S8586867",1887,"T21","19/03/13 14:47",80,100,80,100,80,100,100,80,80,80,20,100,NA,80,2693,"Yes"
"144","S8587341",3406,"T23","29/04/13 14:32",100,100,80,100,80,20,100,60,60,20,40,100,NA,80,2672,"Yes"
"145","S8587345",1613,"T15","18/03/13 15:55",100,100,40,80,80,100,80,80,80,60,60,80,NA,80,2694,"Yes"
"146","S8587441",2019,"T23","24/03/13 6:18",60,60,40,100,80,80,40,80,60,60,100,60,NA,80,2655,"Yes"
"147","S8587563",1878,"T03","20/03/13 11:47",100,100,100,80,80,80,80,80,80,80,100,100,NA,80,2653,"Yes"
"148","S8587675",1769,"T05","24/03/13 6:23",60,80,80,100,80,100,60,80,80,80,40,100,NA,80,2073,"Yes"
"149","S8587929",1579,"T27","18/03/13 15:56",100,60,80,80,80,80,60,80,60,40,60,80,NA,80,2689,"Yes"
"150","S8588589",1891,"T19","21/03/13 21:57",80,40,40,80,60,80,60,60,60,60,20,40,NA,60,2667,"Yes"
"151","S8589029",1664,"T05","20/03/13 11:45",60,100,80,100,100,100,100,100,100,100,60,100,NA,100,2647,"Yes"
"152","S8589495",1802,"T05","24/03/13 6:23",60,80,100,100,80,100,100,80,100,100,20,100,NA,80,2733,"Yes"
"153","S8592817",1750,"T15","18/03/13 15:55",80,100,80,100,80,100,100,100,80,80,80,80,NA,80,2715,"Yes"
"154","S8593123",2095,"T27","26/03/13 4:56",100,100,80,100,100,100,80,100,80,60,60,100,NA,100,2713,"Yes"
"155","S8593273",1681,"T02","21/03/13 6:14",80,20,20,100,80,100,100,60,60,60,20,60,NA,60,2716,"Yes"
"156","S8593321",1526,"T23","16/03/13 17:18",60,60,100,100,100,100,100,100,100,20,40,100,NA,80,2714,"Yes"
"157","S8597563",1550,"T20","18/03/13 9:38",100,100,100,100,80,100,80,80,60,60,20,80,NA,80,2746,"Yes"
"158","S8600971",2138,"T24","24/03/13 6:21",100,60,40,100,80,100,60,60,60,40,80,60,NA,80,3382,"Yes"
"159","S8602427",2133,"T19","25/03/13 5:41",80,100,80,80,80,60,80,60,60,60,100,60,NA,80,2718,"Yes"
"160","S8602433",1860,"T19","21/03/13 21:57",80,60,60,80,60,100,60,60,60,60,60,60,NA,60,2719,"Yes"
"161","S8604007",1836,"T10","20/03/13 11:48",100,100,60,100,80,80,80,40,60,60,60,60,NA,60,3324,"Yes"
"162","S8605831",1515,"T27","18/03/13 15:56",100,100,60,60,80,100,100,100,60,40,60,60,NA,80,2773,"Yes"
"163","S8605991",2068,"T01","20/03/13 22:37",100,60,60,100,100,80,60,80,100,100,100,80,NA,80,2724,"Yes"
"164","S8606087",1490,"T23","16/03/13 17:20",100,60,100,100,100,80,80,80,80,80,40,100,NA,80,2725,"Yes"
"165","S8606245",2097,"T27","25/03/13 5:41",100,60,60,80,100,100,80,80,80,60,20,80,NA,80,2726,"Yes"
"166","S8606297",1961,"T01","19/03/13 15:59",20,60,60,100,60,80,60,60,100,80,20,60,NA,60,2727,"Yes"
"167","S8606739",2137,"T01","22/03/13 7:21",40,60,60,100,80,80,40,100,100,100,40,80,NA,80,2734,"Yes"
"168","S8606917",1874,"T15","18/03/13 15:55",80,100,80,100,80,100,80,100,80,60,20,80,NA,80,2730,"Yes"
"169","S8606925",1532,"T10","19/03/13 23:50",100,100,60,100,100,100,100,80,60,80,40,100,NA,80,2768,"Yes"
"170","S8607105",1575,"T19","18/03/13 15:59",80,80,60,80,60,80,60,60,40,60,40,60,NA,60,2735,"Yes"
"171","S8607513",1982,"T23","21/03/13 9:40",60,100,60,100,40,100,40,40,40,20,60,80,NA,60,3373,"Yes"
"172","S8607887",1555,"T15","18/03/13 15:55",100,100,80,100,80,100,80,60,80,60,80,80,NA,80,2729,"Yes"
"173","S8607923",1595,"T20","18/03/13 9:38",100,100,100,100,80,100,80,80,60,60,40,80,NA,80,2736,"Yes"
"174","S8608219",1516,"T19","18/03/13 15:59",80,80,60,80,80,80,60,80,60,40,60,60,NA,60,2737,"Yes"
"175","S8609083",1888,"T19","21/03/13 21:57",80,40,60,80,60,80,60,60,60,60,40,60,NA,60,2739,"Yes"
"176","S8610101",1770,"T03","20/03/13 11:47",40,40,60,60,80,80,60,80,100,80,100,80,NA,80,2542,"Yes"
"177","S8610381",1528,"T19","18/03/13 15:59",80,60,80,80,80,80,60,60,80,80,20,80,NA,80,2745,"Yes"
"178","S8611131",1584,"T19","18/03/13 15:59",80,80,60,80,60,80,60,60,60,60,20,60,NA,60,2769,"Yes"
"179","S8612109",2140,"T02","25/03/13 5:41",80,100,80,100,80,100,40,40,80,60,20,60,NA,80,3308,"Yes"
"180","S8612111",1748,"T18","21/03/13 11:02",80,40,100,60,80,100,80,80,100,80,60,100,NA,80,2779,"Yes"
"182","S8612395",1859,"T26","18/03/13 9:36",100,100,80,NA,100,100,100,60,60,80,20,60,NA,80,2743,"Yes"
"183","S8612937",1976,"T09","25/03/13 11:44",100,80,40,20,80,60,40,60,60,80,40,80,NA,60,2738,"Yes"
"184","S8613421",1831,"T23","18/03/13 16:00",60,100,80,100,80,80,40,80,80,40,20,100,NA,80,2780,"Yes"
"185","S8613989",2132,"T24","24/03/13 6:21",100,100,40,100,80,100,60,80,60,60,100,80,NA,80,3351,"Yes"
"186","S8619553",1657,"T19","19/03/13 16:01",100,60,60,80,60,60,60,60,60,40,20,80,NA,60,2742,"Yes"
"187","S8620197",1742,"T05","20/03/13 11:45",80,100,80,100,80,100,100,80,80,80,20,100,NA,80,2774,"Yes"
"188","S8623875",1513,"T01","18/03/13 9:39",40,40,40,100,60,80,60,60,60,20,20,20,NA,60,3309,"Yes"
"189","S8623891",1966,"T20","18/03/13 9:38",100,80,80,80,80,100,100,60,60,60,20,80,NA,80,3306,"Yes"
"190","S8623949",2209,"T12","22/03/13 10:09",100,100,60,100,80,100,60,80,80,80,100,80,NA,80,2776,"Yes"
"191","S8624017",2030,"T20","18/03/13 9:38",100,80,80,80,80,100,100,80,60,60,60,100,NA,80,2777,"Yes"
"192","S8624045",1500,"T27","18/03/13 15:56",100,60,40,60,60,20,60,40,40,40,60,40,NA,40,3352,"Yes"
"193","S8624059",1608,"T25","21/03/13 18:02",40,40,40,100,80,100,80,60,60,80,20,80,NA,60,3353,"Yes"
"194","S8624189",2282,"T12","22/03/13 10:09",80,100,60,100,80,100,20,80,60,60,100,80,NA,80,3314,"Yes"
"195","S8624225",1597,"T26","17/03/13 11:38",100,100,80,NA,60,80,100,100,100,80,80,100,NA,100,2771,"Yes"
"196","S8624271",2285,"T12","22/03/13 10:09",80,100,80,100,80,100,20,80,80,60,20,80,NA,80,3315,"Yes"
"197","S8624349",2280,"T12","22/03/13 10:09",80,80,80,100,80,100,20,60,60,60,20,60,60,NA,3307,"No login"
"198","S8625845",1852,"T24","20/03/13 18:05",100,100,80,100,80,80,80,80,100,100,40,100,NA,80,3305,"Yes"
"199","S8626437",1545,"T24","20/03/13 18:05",100,100,60,100,80,80,80,100,100,80,100,100,NA,100,2756,"Yes"
"200","S8626471",1908,"T26","18/03/13 9:36",100,100,80,NA,20,60,80,60,60,60,60,80,NA,80,2765,"Yes"
"201","S8626559",2098,"T02","25/03/13 5:41",80,60,60,100,80,100,40,40,80,80,20,80,NA,60,2748,"Yes"
"202","S8626611",1757,"T27","19/03/13 23:49",100,100,80,100,100,100,80,100,100,100,100,100,NA,100,2752,"Yes"
"203","S8626635",2322,"T12","22/03/13 10:09",100,100,60,100,80,100,60,80,80,60,20,80,NA,80,2767,"Yes"
"205","S8626807",2191,"T10","27/03/13 13:30",100,40,60,100,80,100,80,80,80,60,60,60,NA,80,2760,"Yes"
"206","S8627131",3395,"T10","20/04/13 8:57",100,40,60,100,100,100,60,80,80,60,40,80,NA,80,2766,"No login"
"207","S8627133",1760,"T27","19/03/13 23:49",100,100,80,80,100,80,60,80,80,80,60,60,NA,80,2750,"Yes"
"208","S8627229",2147,"T24","24/03/13 6:21",100,100,100,100,80,100,60,80,80,80,40,80,NA,80,2763,"Yes"
"209","S8627489",1658,"T25","21/03/13 18:02",80,80,60,100,100,20,80,60,80,80,20,80,NA,80,2757,"Yes"
"210","S8627509",1997,"T23","24/03/13 6:18",40,40,40,100,80,20,20,80,60,40,60,80,NA,60,2749,"Yes"
"211","S8627535",2270,"T25","31/03/13 14:00",60,100,40,100,80,80,80,80,60,60,20,80,NA,80,2764,"Yes"
"212","S8627675",1795,"T10","19/03/13 23:50",100,100,60,100,100,80,60,40,60,60,20,80,NA,60,2762,"Yes"
"213","S8627685",1667,"T23","19/03/13 23:45",80,100,40,100,60,80,100,60,60,20,100,80,NA,80,2759,"Yes"
"214","S8629983",2295,"T27","27/03/13 13:30",100,100,80,80,80,100,100,60,60,60,20,60,NA,80,3319,"Yes"
"215","S8630007",2252,"T03","25/03/13 5:41",100,40,40,60,80,80,100,60,60,60,60,60,NA,60,3320,"Yes"
"216","S8630075",2112,"T25","27/03/13 13:30",40,60,40,100,60,20,40,40,40,100,20,60,NA,40,3321,"Yes"
"217","S8630199",1524,"T23","18/03/13 16:00",40,100,60,100,100,80,60,80,60,80,40,100,NA,60,2778,"Yes"
"218","S8630317",1938,"T23","24/03/13 6:19",80,100,60,100,80,100,40,60,60,60,60,60,NA,80,3374,"Yes"
"219","S8630353",1578,"T10","19/03/13 23:50",100,100,60,100,100,100,100,100,100,100,40,100,NA,100,3310,"Yes"
"220","S8630445",1487,"T20","18/03/13 9:38",100,100,100,100,80,100,80,80,60,60,20,60,NA,80,3322,"Yes"
"221","S8630483",1600,"T17","18/03/13 15:58",100,80,100,100,100,100,60,100,100,100,60,100,NA,100,3311,"Yes"
"222","S8630553",1838,"T15","18/03/13 15:55",100,100,80,100,20,80,20,60,80,80,20,80,NA,NA,3325,"Yes"
"223","S8630591",2106,"T20","18/03/13 9:38",100,100,100,100,80,100,80,80,60,60,60,80,NA,80,3318,"Yes"
"224","S8630711",1590,"T27","18/03/13 15:56",100,100,100,80,100,20,80,80,80,80,60,60,NA,80,3316,"Yes"
"225","S8630759",1504,"T17","18/03/13 15:58",100,80,60,100,40,80,20,80,80,60,60,80,NA,80,3317,"Yes"
"226","S8630877",1686,"T19","21/03/13 9:41",80,60,60,80,80,80,60,60,60,60,20,60,NA,60,3355,"Yes"
"227","S8632031",2046,"T24","24/03/13 6:21",100,80,60,100,100,100,100,80,80,80,100,100,NA,100,3356,"Yes"
"228","S8632183",1596,"T17","18/03/13 15:58",100,100,60,100,40,80,20,80,60,60,20,80,NA,60,3323,"Yes"
