"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"59","S8562839",4359,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2728,"Yes"
"60","S8563497",2371,"T26","18/04/13 14:54",100,100,80,80,100,100,80,100,100,100,80,100,NA,100,2772,"Yes"
"61","S8564119",2736,"T12","15/04/13 12:27",100,100,60,80,80,100,60,80,80,60,60,80,NA,80,3313,"Yes"
"62","S8565137",2525,"T20","11/04/13 17:36",100,100,80,100,100,100,80,80,80,80,100,80,NA,100,2732,"Yes"
"63","S8567051",2752,"T15","20/04/13 7:25",80,100,80,80,40,100,40,100,80,40,60,80,NA,80,2717,"Yes"
"64","S8568717",2320,"T26","18/04/13 14:54",80,100,100,100,80,100,60,80,80,80,80,80,NA,80,2627,"Yes"
"65","S8568775",2625,"T26","18/04/13 14:54",80,100,60,80,60,100,60,100,100,60,40,80,NA,80,2628,"Yes"
"66","S8569481",2576,"T21","21/04/13 23:59",100,100,80,80,80,100,100,100,100,80,100,100,NA,100,2629,"Yes"
"67","S8572003",2918,"T01","20/04/13 16:28",100,100,60,80,80,100,20,60,60,60,100,80,NA,80,2723,"Yes"
"69","S8572813",2793,"T26","18/04/13 14:54",80,80,80,80,60,100,40,60,60,60,40,60,NA,80,2212,"Yes"
"70","S8572981",2927,"T24","13/04/13 14:15",80,100,60,80,80,100,60,80,80,100,40,100,NA,80,2711,"Yes"
"71","S8573027",2590,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,"Yes"
"72","S8573027",2332,"T15","11/04/13 17:36",80,100,100,80,80,80,40,80,80,80,20,60,NA,80,2215,"Yes"
"73","S8575041",3123,"T23","22/04/13 12:07",100,100,60,100,100,40,60,80,80,100,100,100,NA,80,2685,"Yes"
"74","S8575395",2965,"T15","25/04/13 21:34",100,100,80,100,100,80,80,80,100,100,100,100,NA,100,2643,"Yes"
"75","S8576147",2552,"T25","24/04/13 9:55",100,100,60,80,80,80,80,80,60,80,40,80,NA,80,2692,"Yes"
"76","S8576407",2746,"T12","11/04/13 17:40",100,100,60,80,80,100,100,100,80,60,100,100,NA,100,2639,"Yes"
"77","S8576443",2939,"T24","13/04/13 14:15",80,100,60,80,20,20,20,60,60,60,20,80,NA,60,1753,"No login"
"78","S8576713",2773,"T21","25/04/13 21:34",80,40,20,20,80,100,40,60,60,60,40,80,NA,60,3370,"Yes"
"79","S8576779",2776,"T21","25/04/13 21:34",80,100,60,80,80,80,80,60,80,80,100,100,NA,80,2063,"Yes"
"80","S8576823",2731,"T12","11/04/13 17:40",100,100,80,100,100,100,60,80,80,60,100,80,NA,80,2143,"Yes"
"81","S8576833",2975,"T22","19/04/13 10:35",100,100,60,80,80,80,80,100,100,100,100,100,NA,100,2649,"Yes"
"82","S8576965",3077,"T05","25/04/13 21:34",100,100,60,80,100,100,100,80,80,100,20,100,NA,80,2678,"Yes"
"83","S8577053",2337,"T10","22/04/13 7:08",80,100,40,60,80,60,80,80,80,80,40,80,NA,80,2688,"Yes"
"84","S8577063",2594,"T25","24/04/13 9:55",80,100,60,80,80,20,60,80,60,60,40,60,NA,60,2682,"Yes"
"85","S8577203",2896,"T26","18/04/13 14:54",40,80,80,100,60,60,40,60,60,60,80,80,NA,60,2707,"Yes"
"86","S8577231",2380,"T26","18/04/13 14:54",80,100,80,100,80,100,60,80,80,80,60,80,NA,80,1959,"Yes"
"87","S8577439",2438,"T18","16/04/13 7:28",100,100,60,80,80,100,80,80,80,60,80,80,NA,80,2679,"Yes"
"88","S8577607",2357,"T01","21/04/13 9:20",60,100,60,80,80,100,100,80,80,80,60,80,NA,80,2671,"Yes"
"89","S8577743",2702,"T02","29/04/13 6:02",100,80,80,100,80,100,100,100,100,80,60,100,NA,100,2665,"Yes"
"90","S8577791",2629,"T21","21/04/13 23:59",100,60,100,80,80,100,80,80,80,60,60,100,NA,80,2691,"Yes"
"91","S8578171",2919,"T10","30/04/13 12:43",100,100,80,100,80,100,100,80,80,40,60,100,NA,80,2681,"Yes"
"92","S8578817",2636,"T03","15/04/13 12:29",100,100,100,80,80,80,60,80,80,60,100,80,NA,80,2654,"Yes"
"93","S8578937",2406,"T24","13/04/13 14:15",100,100,60,80,80,20,100,60,60,60,100,100,NA,80,2663,"Yes"
"94","S8579457",2778,"T10","25/04/13 21:34",100,100,80,100,80,100,100,80,80,80,100,80,NA,100,2640,"Yes"
"95","S8579837",2446,"T03","11/04/13 18:22",80,100,40,80,100,100,100,100,80,100,100,100,NA,100,2670,"Yes"
"96","S8580053",2379,"T21","21/04/13 23:59",80,100,80,80,80,60,80,60,80,80,100,100,NA,80,2635,"Yes"
"97","S8580059",2790,"T15","20/04/13 7:25",80,100,80,100,100,100,20,100,100,80,100,100,NA,80,2684,"Yes"
"99","S8580417",3075,"T10","1/05/13 10:27",80,40,60,20,80,60,40,80,80,40,60,60,NA,60,2637,"Yes"
"100","S8580597",2313,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2661,"Yes"
"101","S8580597",2441,"T10","22/04/13 12:08",100,100,80,40,80,100,100,100,80,100,100,100,NA,100,2661,"Yes"
"102","S8580779",2935,"T25","1/05/13 13:39",80,100,60,80,100,100,40,80,80,80,100,100,NA,NA,2673,"Yes"
"103","S8580813",2762,"T21","25/04/13 21:34",100,100,60,80,80,80,80,60,80,60,40,100,NA,80,1889,"Yes"
"104","S8580939",2732,"T10","26/04/13 6:50",80,40,40,60,40,80,40,80,60,40,60,60,NA,60,2709,"Yes"
"105","S8581209",2868,"T20","11/04/13 17:36",80,80,80,80,80,100,100,80,60,60,100,80,NA,80,2683,"Yes"
"106","S8581527",2596,"T17","18/04/13 9:59",80,100,60,80,80,80,80,60,60,60,40,80,NA,80,2669,"No login"
"107","S8581563",2431,"T02","24/04/13 9:57",100,100,40,80,40,100,60,80,60,60,60,80,NA,80,3371,"Yes"
"108","S8581563",2634,"T02","29/04/13 13:43",100,100,40,80,80,100,60,80,100,60,40,80,NA,80,3371,"Yes"
"109","S8581749",2310,"T20","15/04/13 12:29",100,100,80,100,80,100,100,100,80,100,100,100,NA,100,2664,"Yes"
"110","S8582385",3050,"T05","25/04/13 21:34",100,100,60,80,100,100,100,100,100,100,100,100,NA,100,2705,"Yes"
"111","S8582439",2589,"T05","19/04/13 10:35",100,100,80,100,100,100,80,100,100,80,60,100,NA,100,2642,"Yes"
"112","S8582443",2914,"T26","18/04/13 14:54",100,100,80,100,100,80,80,100,100,100,100,100,NA,100,2677,"Yes"
"113","S8582581",2990,"T10","1/05/13 10:27",100,100,60,40,80,80,80,80,80,60,100,80,NA,80,1831,"Yes"
"114","S8582679",2936,"T25","1/05/13 13:39",100,100,80,80,80,100,20,80,80,80,100,80,NA,80,2708,"Yes"
"115","S8582703",3126,"T05","25/04/13 21:34",100,100,60,80,60,100,100,100,100,100,80,100,NA,100,2644,"Yes"
"116","S8583261",2579,"T02","18/04/13 9:17",100,100,60,100,100,100,100,60,100,80,100,80,NA,100,2700,"Yes"
"117","S8583279",2363,"T05","17/04/13 22:31",80,100,60,80,80,100,100,100,100,80,100,80,NA,80,2675,"Yes"
"118","S8583963",5456,"T17","30/05/13 9:56",80,100,60,80,40,80,20,100,100,80,100,100,NA,80,2070,"Yes"
"119","S8584233",2974,"T25","1/05/13 13:39",100,100,80,80,80,100,60,80,60,80,80,80,NA,80,1751,"Yes"
"120","S8584829",2759,"T12","11/04/13 17:40",100,100,80,80,80,20,80,80,80,60,100,80,NA,80,2656,"Yes"
"121","S8584921",2996,"T01","20/04/13 16:28",100,100,60,100,80,100,100,60,100,80,100,80,NA,80,2648,"Yes"
"122","S8584975",2862,"T01","20/04/13 16:28",100,100,40,80,60,40,20,60,80,80,60,80,NA,60,2702,"Yes"
"124","S8585269",3059,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701,"Yes"
"125","S8585269",4060,"T23","1/05/13 13:39",80,100,60,20,80,80,80,80,60,60,80,100,NA,80,2701,"Yes"
"126","S8585427",2755,"T05","25/04/13 21:34",100,40,40,100,60,100,100,40,100,80,20,100,NA,80,1721,"Yes"
"127","S8585441",2448,"T10","24/04/13 17:09",100,100,60,60,80,100,100,80,60,60,100,80,NA,80,2706,"Yes"
"128","S8585829",2535,"T02","18/04/13 9:17",100,100,60,80,100,40,100,80,100,80,100,80,NA,80,2650,"Yes"
"129","S8585875",3058,"T16","2/05/13 0:07",100,100,60,80,80,100,60,80,80,60,60,80,NA,80,2662,"Yes"
"130","S8585881",2997,"T03","17/04/13 22:37",80,40,40,80,80,80,80,60,60,60,40,80,NA,60,2097,"Yes"
"131","S8585907",2592,"T26","18/04/13 14:54",80,100,100,80,80,80,80,80,100,80,100,100,NA,80,2645,"Yes"
"132","S8586021",2494,"T05","17/04/13 22:58",80,100,60,80,60,100,80,40,60,60,20,100,NA,80,2704,"Yes"
"133","S8586041",2445,"T23","18/04/13 14:54",100,100,60,80,100,80,80,80,80,80,100,80,NA,80,2659,"Yes"
"136","S8586065",2783,"T12","11/04/13 17:40",100,100,80,80,100,100,80,80,100,60,100,100,NA,100,2191,"Yes"
"137","S8586205",2355,"T02","24/04/13 9:57",100,100,40,80,80,80,60,80,80,80,40,60,NA,80,2636,"Yes"
"138","S8586447",2876,"T23","29/04/13 6:02",80,100,80,100,100,80,60,80,80,60,100,100,NA,80,2674,"Yes"
"139","S8586471",3025,"T16","2/05/13 0:07",80,80,60,80,80,100,40,60,60,40,20,80,NA,60,2695,"Yes"
"140","S8586735",2882,"T19","26/04/13 6:48",100,100,80,80,60,100,100,60,80,60,60,80,NA,80,2638,"Yes"
"141","S8586831",2707,"T26","18/04/13 14:54",60,100,80,100,60,40,40,60,40,40,20,60,NA,60,2668,"Yes"
"142","S8586867",2564,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2693,"Yes"
"143","S8587341",2393,"T23","22/04/13 12:07",100,100,60,100,100,40,40,80,60,60,20,80,NA,80,2672,"Yes"
"144","S8587345",2422,"T15","11/04/13 17:36",80,100,80,80,40,40,40,80,60,60,40,80,NA,60,2694,"Yes"
"145","S8587441",2849,"T23","29/04/13 6:02",80,100,40,20,80,80,60,100,100,80,60,100,NA,80,2655,"Yes"
"146","S8587563",2497,"T03","11/04/13 18:22",100,100,80,100,80,100,80,80,80,60,100,100,NA,80,2653,"Yes"
"147","S8587675",2757,"T05","25/04/13 21:34",100,100,40,100,80,100,60,40,20,20,20,60,NA,60,2073,"Yes"
"148","S8587929",2490,"T01","21/04/13 9:20",20,100,60,100,60,100,60,60,80,100,40,80,NA,80,2689,"Yes"
"149","S8588589",2770,"T19","26/04/13 6:48",80,100,60,80,80,80,60,60,60,60,100,60,NA,80,2667,"Yes"
"150","S8588691",2920,"T05","19/04/13 10:35",100,100,100,20,80,100,100,80,80,100,20,100,NA,80,3384,"Yes"
"151","S8589029",2548,"T05","17/04/13 22:31",100,100,40,20,80,100,80,80,80,80,100,100,NA,80,2647,"Yes"
"152","S8589495",2730,"T05","25/04/13 21:34",100,80,80,100,80,100,100,60,60,60,40,100,NA,80,2733,"Yes"
"153","S8592817",2738,"T15","20/04/13 7:25",80,100,80,80,100,100,80,80,100,100,40,100,NA,80,2715,"Yes"
"154","S8593123",2947,"T15","25/04/13 21:34",100,100,80,100,100,100,100,80,100,100,40,80,NA,100,2713,"Yes"
"155","S8593273",2538,"T02","18/04/13 9:17",100,100,60,80,100,80,100,80,100,60,100,80,NA,80,2716,"Yes"
"156","S8593321",2316,"T23","22/04/13 7:08",100,100,80,100,80,80,60,80,80,60,40,100,NA,80,2714,"Yes"
"157","S8597563",2403,"T20","11/04/13 17:36",100,100,80,100,80,100,80,80,80,80,100,80,NA,80,2746,"Yes"
"158","S8600971",2931,"T24","13/04/13 14:15",100,100,60,80,80,100,100,80,80,60,100,100,NA,80,3382,"Yes"
"159","S8602427",2846,"T19","26/04/13 6:48",60,100,60,80,60,80,40,60,60,60,100,60,NA,60,2718,"Yes"
"160","S8602433",2743,"T19","26/04/13 6:48",40,80,40,80,60,20,80,60,60,60,40,60,NA,60,2719,"Yes"
"161","S8604007",2550,"T10","17/04/13 22:24",100,100,80,100,80,100,80,80,80,60,100,80,NA,80,3324,"Yes"
"162","S8605831",2464,"T01","21/04/13 9:20",40,100,80,80,60,100,60,100,80,100,100,80,NA,80,2773,"Yes"
"163","S8605991",2558,"T01","20/04/13 16:28",40,60,40,100,80,80,100,60,80,80,60,100,NA,80,2724,"Yes"
"164","S8606087",2566,"T23","22/04/13 12:07",100,100,40,100,100,80,60,100,80,100,100,NA,NA,80,2725,"Yes"
"165","S8606245",2693,"T21","27/04/13 22:59",60,100,60,80,100,80,40,60,80,80,40,100,NA,80,2726,"Yes"
"166","S8606297",2913,"T01","20/04/13 16:28",100,100,80,80,60,60,40,60,100,100,80,60,NA,80,2727,"Yes"
"167","S8606739",2942,"T01","20/04/13 16:28",80,60,60,80,100,80,80,60,100,80,60,80,NA,80,2734,"Yes"
"168","S8606917",2772,"T15","20/04/13 7:25",80,100,80,80,80,100,60,100,100,100,40,100,NA,80,2730,"Yes"
"169","S8606925",2560,"T10","24/04/13 17:09",60,100,80,60,40,80,80,80,60,60,40,80,NA,80,2768,"Yes"
"170","S8607105",2642,"T19","21/04/13 0:30",60,60,40,80,80,60,60,60,80,80,60,40,NA,60,2735,"Yes"
"171","S8607513",2395,"T20","11/04/13 17:36",100,80,80,80,80,100,60,80,60,60,20,80,NA,80,3373,"Yes"
"172","S8607887",2366,"T15","11/04/13 17:36",100,100,80,60,100,100,80,100,100,80,100,100,NA,100,2729,"Yes"
"173","S8607923",2311,"T20","15/04/13 12:29",100,100,80,100,100,100,100,80,80,100,100,100,NA,100,2736,"Yes"
"174","S8607923",2588,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736,"Yes"
"175","S8608219",2622,"T19","21/04/13 0:30",80,60,40,80,60,100,60,60,60,60,40,60,NA,60,2737,"Yes"
"176","S8609083",2765,"T19","26/04/13 6:48",40,80,60,80,80,80,80,60,60,60,20,60,NA,60,2739,"Yes"
"177","S8610381",2644,"T19","21/04/13 0:30",40,60,40,80,80,20,80,80,80,60,40,60,NA,60,2745,"Yes"
"178","S8611131",2591,"T19","21/04/13 0:30",80,60,40,80,80,80,80,80,80,60,80,80,NA,80,2769,"Yes"
"179","S8612109",2845,"T02","29/04/13 6:02",80,100,40,80,80,20,40,60,60,40,20,60,NA,60,3308,"Yes"
"180","S8612111",2618,"T18","16/04/13 7:28",80,100,40,80,60,100,100,80,80,80,80,80,NA,80,2779,"Yes"
"182","S8612395",2367,"T26","18/04/13 14:54",80,100,80,80,100,100,40,80,100,100,60,80,NA,80,2743,"Yes"
"183","S8612937",2909,"T09","24/04/13 11:46",100,60,60,20,80,100,20,60,60,60,20,60,NA,60,2738,"Yes"
"184","S8613421",2502,"T23","24/04/13 9:57",100,100,80,20,80,80,80,100,80,80,100,100,NA,80,2780,"Yes"
"185","S8613989",3002,"T24","13/04/13 14:15",100,100,60,80,80,100,100,60,80,80,20,100,NA,80,3351,"Yes"
"186","S8619553",2750,"T19","26/04/13 6:48",100,100,60,80,80,80,60,60,60,80,60,80,NA,80,2742,"Yes"
"187","S8620197",2567,"T05","17/04/13 22:58",100,100,60,80,100,100,80,80,100,80,40,100,NA,80,2774,"Yes"
"188","S8623875",2413,"T01","20/04/13 16:28",40,60,40,80,40,80,40,60,60,80,80,40,NA,60,3309,"Yes"
"189","S8623891",2698,"T20","11/04/13 17:36",100,80,80,80,80,100,80,80,80,80,60,80,NA,80,3306,"Yes"
"190","S8623949",3084,"T12","11/04/13 17:40",80,100,60,80,80,100,80,80,80,60,100,100,NA,80,2776,"Yes"
"191","S8624017",2709,"T20","11/04/13 17:36",100,80,80,80,80,100,80,80,80,80,60,80,NA,80,2777,"Yes"
"192","S8624045",2498,"T01","21/04/13 9:20",100,100,80,100,100,100,80,100,100,80,20,60,NA,80,3352,"Yes"
"193","S8624059",2508,"T25","24/04/13 9:55",80,80,40,80,80,80,60,60,60,80,60,80,NA,80,3353,"Yes"
"194","S8624189",3049,"T12","11/04/13 17:40",100,80,60,80,40,100,60,80,80,60,60,80,NA,80,3314,"Yes"
"195","S8624225",2624,"T26","18/04/13 14:54",100,100,80,80,100,100,80,100,100,100,60,100,NA,100,2771,"Yes"
"196","S8624271",3040,"T12","11/04/13 17:40",100,100,80,100,100,100,100,100,80,60,100,100,NA,100,3315,"Yes"
"197","S8624349",3035,"T12","11/04/13 17:40",100,100,60,80,80,100,20,80,80,60,20,80,NA,80,3307,"No login"
"198","S8625845",2635,"T24","15/04/13 12:29",80,100,60,80,60,60,60,80,80,80,20,80,NA,80,3305,"Yes"
"199","S8626437",2595,"T24","13/04/13 14:15",100,100,60,80,80,100,60,80,80,80,80,100,NA,80,2756,"Yes"
"200","S8626471",2456,"T26","18/04/13 14:54",60,80,80,80,20,80,60,40,40,40,80,60,NA,60,2765,"Yes"
"201","S8626559",2837,"T02","29/04/13 6:02",80,100,60,100,80,100,60,80,80,80,100,80,NA,80,2748,"Yes"
"202","S8626611",2537,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2752,"Yes"
"203","S8626611",2648,"T02","24/04/13 9:57",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,2752,"Yes"
"204","S8626635",3045,"T12","11/04/13 17:40",100,100,80,80,80,80,80,80,80,60,100,100,NA,80,2767,"Yes"
"206","S8626807",2957,"T10","1/05/13 10:27",100,60,60,100,80,100,100,80,80,20,60,80,NA,80,2760,"Yes"
"207","S8627131",2832,"T10","29/04/13 6:02",100,40,60,100,100,40,80,80,80,60,60,80,NA,80,2766,"No login"
"208","S8627133",2476,"T02","24/04/13 9:57",100,80,80,80,80,80,60,80,80,60,20,80,NA,80,2750,"Yes"
"209","S8627229",2930,"T24","13/04/13 14:15",100,100,60,80,80,100,100,60,80,60,20,80,NA,80,2763,"Yes"
"210","S8627489",2626,"T25","24/04/13 9:55",60,100,60,60,80,80,80,80,80,60,100,80,NA,80,2757,"Yes"
"211","S8627509",3879,"T23","29/04/13 13:43",80,100,80,40,60,80,60,80,80,60,100,100,NA,80,2749,"Yes"
"212","S8627509",2860,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2749,"Yes"
"213","S8627535",3120,"T25","2/05/13 12:15",80,100,40,80,80,100,60,80,80,80,100,80,NA,80,2764,"Yes"
"214","S8627675",2794,"T10","24/04/13 9:56",100,100,60,80,80,80,80,60,80,80,60,80,NA,80,2762,"Yes"
"215","S8627685",2619,"T23","18/04/13 14:54",100,80,40,20,40,80,40,60,60,60,20,60,NA,60,2759,"Yes"
"216","S8629983",5474,"T15","4/06/13 9:00",100,60,60,100,80,80,100,60,60,60,20,80,NA,80,3319,"Yes"
"217","S8630007",3092,"T03","17/04/13 22:37",100,60,40,80,20,80,80,40,40,60,100,40,NA,60,3320,"Yes"
"218","S8630075",2956,"T25","1/05/13 13:39",80,100,80,80,100,100,80,80,80,80,20,80,NA,80,3321,"Yes"
"219","S8630199",2524,"T23","24/04/13 9:57",100,100,80,20,100,80,80,100,80,60,100,100,NA,80,2778,"Yes"
"220","S8630317",2855,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3374,"Yes"
"221","S8630317",3881,"T23","29/04/13 14:33",100,80,60,20,20,80,80,40,40,20,20,40,NA,60,3374,"Yes"
"222","S8630317",3882,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3374,"Yes"
"223","S8630353",3405,"T10","24/04/13 17:09",60,100,80,60,80,80,80,80,80,100,60,80,NA,80,3310,"Yes"
"224","S8630353",2540,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310,"Yes"
"225","S8630445",2454,"T20","11/04/13 17:36",100,100,80,100,80,100,100,80,80,80,100,100,NA,100,3322,"Yes"
"226","S8630483",2603,"T17","22/04/13 12:06",100,100,100,100,100,100,100,100,100,100,100,100,NA,100,3311,"Yes"
"227","S8630553",2781,"T15","21/04/13 0:32",80,100,80,100,80,100,100,80,100,100,100,80,NA,100,3325,"Yes"
