"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"40","S8527007",5065,"T10","1/06/13 18:17",100,100,100,100,80,80,100,80,80,60,100,100,NA,100,2785,"Yes"
"41","S8527483",5072,"T25","4/06/13 8:19",100,100,100,100,100,100,60,80,80,100,100,NA,NA,100,2612,"Yes"
"42","S8528077",4486,"T23","26/05/13 22:47",100,100,60,100,100,100,60,80,100,100,100,100,NA,100,2603,"Yes"
"43","S8529073",4466,"T01","22/05/13 17:18",100,100,80,60,100,80,80,60,100,100,80,60,NA,80,2618,"Yes"
"44","S8531393",4722,"T03","29/05/13 22:59",100,100,100,100,80,80,80,80,80,100,100,100,NA,100,1559,"Yes"
"45","S8531397",4506,"T23","26/05/13 22:47",60,100,80,100,100,80,60,100,80,100,100,100,NA,80,2617,"Yes"
"46","S8533063",4643,"T10","26/05/13 22:47",100,100,60,100,80,100,80,80,100,60,60,80,NA,80,2614,"Yes"
"47","S8533845",4765,"T02","27/05/13 10:50",100,100,100,80,100,100,60,80,100,100,100,100,NA,100,2722,"Yes"
"48","S8534169",4553,"T05","30/05/13 16:27",80,100,100,100,100,100,100,100,100,100,100,100,NA,100,2606,"Yes"
"49","S8534399",4660,"T10","26/05/13 22:47",100,100,80,100,80,100,100,80,80,60,60,80,NA,80,2611,"Yes"
"50","S8534493",5082,"T19","4/06/13 8:19",80,100,100,80,100,80,100,80,80,80,80,100,NA,80,2605,"Yes"
"51","S8536815",4694,"T15","26/05/13 22:47",80,60,80,100,80,100,100,60,80,80,40,80,NA,80,1219,"Yes"
"52","S8538277",5353,"T23","2/06/13 22:15",100,100,80,80,100,100,80,60,60,60,100,100,NA,80,2620,"Yes"
"53","S8546995",4568,"T24","25/05/13 0:24",100,100,80,80,80,100,100,80,80,80,100,100,NA,100,2622,"Yes"
"54","S8550039",4492,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623,"Yes"
"55","S8550039",5049,"T01","30/05/13 9:57",100,100,80,100,100,100,100,80,100,100,60,80,NA,100,2623,"Yes"
"56","S8550417",4507,"T23","26/05/13 22:47",100,100,80,100,100,100,80,100,100,100,100,100,NA,100,2625,"Yes"
"57","S8550529",5270,"T19","4/06/13 8:19",100,100,80,80,100,100,80,100,100,80,80,100,NA,100,2624,"Yes"
"58","S8552401",5079,"T01","1/06/13 18:17",100,100,60,100,100,60,100,60,100,100,100,80,NA,80,1224,"Yes"
"59","S8559519",4640,"T19","4/06/13 8:19",80,100,100,80,80,100,80,60,80,60,100,80,NA,80,2626,"Yes"
"60","S8562839",5085,"T23","2/06/13 22:15",100,100,80,100,100,80,80,100,100,100,100,100,NA,100,2728,"Yes"
"61","S8563497",4695,"T08","22/05/13 13:29",100,100,80,100,100,100,100,60,100,100,100,80,NA,100,2772,"Yes"
"62","S8564119",4757,"T12","28/05/13 8:37",100,100,80,100,80,100,80,80,80,60,100,100,NA,80,3313,"Yes"
"63","S8565137",4550,"T20","22/05/13 17:18",80,100,100,100,100,100,80,80,80,80,100,100,NA,100,2732,"Yes"
"64","S8566047",4726,"T19","28/05/13 8:37",100,100,80,80,80,100,100,100,100,100,100,100,NA,100,3272,"Yes"
"65","S8567051",4705,"T15","26/05/13 22:47",100,100,100,80,100,100,100,60,60,60,100,80,NA,80,2717,"Yes"
"66","S8568717",5374,"T08","1/06/13 18:17",100,100,100,40,100,80,80,60,60,80,100,80,NA,80,2627,"Yes"
"67","S8568717",4628,"T08","22/05/13 13:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2627,"Yes"
"68","S8568775",4455,"T08","22/05/13 13:29",100,100,80,40,100,100,100,80,80,60,100,80,NA,80,2628,"Yes"
"69","S8569481",4478,"T21","23/05/13 12:13",100,100,100,80,100,100,80,100,100,100,100,100,NA,100,2629,"Yes"
"70","S8572003",5286,"T01","1/06/13 18:17",100,100,80,100,100,100,100,40,80,100,60,60,NA,80,2723,"Yes"
"72","S8572813",4792,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212,"Yes"
"73","S8572813",5509,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212,"Yes"
"74","S8572981",5482,"T10","1/06/13 18:17",100,100,80,40,100,80,100,80,100,100,60,100,NA,80,2711,"Yes"
"75","S8573027",4659,"T15","22/05/13 17:18",80,100,100,80,100,100,80,80,100,100,40,100,NA,80,2215,"Yes"
"76","S8575041",4526,"T23","22/05/13 17:18",100,100,80,100,80,80,40,80,60,60,80,100,NA,80,2685,"Yes"
"77","S8575395",5229,"T15","1/06/13 18:17",80,100,80,100,100,100,80,80,100,80,100,80,NA,100,2643,"Yes"
"78","S8576147",4633,"T25","28/05/13 8:37",80,100,80,100,80,100,60,80,60,80,60,80,NA,80,2692,"Yes"
"79","S8576407",4496,"T12","28/05/13 8:37",100,100,80,100,100,100,80,80,80,60,100,100,NA,100,2639,"Yes"
"80","S8576443",5099,"T10","1/06/13 18:17",100,100,100,80,100,100,80,80,80,60,100,80,NA,80,1753,"No login"
"81","S8576713",4679,"T21","26/05/13 22:47",100,100,100,80,80,80,100,80,100,80,100,100,NA,100,3370,"Yes"
"82","S8576779",5489,"T21","2/06/13 22:15",100,100,100,100,80,100,100,60,100,80,100,100,NA,100,2063,"Yes"
"83","S8576823",4638,"T12","28/05/13 8:37",100,100,80,100,100,100,80,80,80,60,100,100,NA,100,2143,"Yes"
"84","S8576833",5346,"T22","1/06/13 18:17",80,100,40,80,100,100,80,100,100,100,100,100,NA,100,2649,"Yes"
"85","S8576965",5076,"T05","1/06/13 18:17",100,100,100,100,60,100,100,100,80,80,100,100,NA,100,2678,"Yes"
"86","S8577053",4551,"T10","22/05/13 17:18",100,100,100,40,40,100,80,40,40,80,20,100,NA,60,2688,"Yes"
"87","S8577063",4458,"T25","28/05/13 8:37",100,100,80,100,100,100,80,100,80,100,100,100,NA,100,2682,"Yes"
"88","S8577203",5064,"T25","4/06/13 8:19",100,100,60,100,100,100,60,80,80,80,100,80,NA,80,2707,"Yes"
"89","S8577231",4542,"T25","28/05/13 8:37",100,100,80,60,100,100,100,100,100,100,100,100,NA,100,1959,"Yes"
"90","S8577439",4503,"T18","28/05/13 8:37",80,100,100,100,80,100,80,80,80,100,100,80,NA,100,2679,"Yes"
"91","S8577607",4665,"T01","22/05/13 17:18",100,100,60,80,100,80,80,80,100,100,60,60,NA,80,2671,"Yes"
"92","S8577743",5355,"T02","29/05/13 22:59",100,100,80,80,80,100,60,80,100,100,100,100,NA,100,2665,"Yes"
"93","S8577791",4617,"T21","23/05/13 12:13",100,100,100,100,100,80,100,100,100,100,100,100,NA,100,2691,"Yes"
"94","S8578171",5194,"T10","1/06/13 18:17",100,100,100,100,100,100,80,80,60,80,60,80,NA,80,2681,"Yes"
"95","S8578567",5159,"T20","29/05/13 22:59",100,100,80,20,80,100,80,80,80,60,40,80,NA,80,2641,"No login"
"96","S8578817",4581,"T03","28/05/13 8:37",100,20,20,20,20,100,80,60,80,60,20,60,NA,60,2654,"Yes"
"97","S8578937",4623,"T24","25/05/13 0:24",100,100,100,100,100,100,80,100,80,80,100,100,NA,100,2663,"Yes"
"98","S8579457",4441,"T10","26/05/13 22:47",100,100,80,100,80,100,100,80,80,100,100,100,NA,100,2640,"Yes"
"99","S8579837",4791,"T03","28/05/13 8:37",80,100,60,80,100,80,100,80,100,100,100,100,NA,100,2670,"Yes"
"100","S8580053",4669,"T21","23/05/13 12:13",100,100,80,100,100,80,80,80,100,100,100,100,NA,100,2635,"Yes"
"101","S8580059",4544,"T15","26/05/13 22:47",80,100,60,100,80,100,100,100,100,80,100,80,NA,100,2684,"Yes"
"103","S8580417",5305,"T10","1/06/13 18:17",100,100,60,100,40,100,80,80,60,20,60,60,NA,80,2637,"Yes"
"104","S8580597",4467,"T10","22/05/13 17:18",80,100,100,60,100,100,60,80,80,80,100,100,NA,80,2661,"Yes"
"105","S8580779",5189,"T25","4/06/13 8:19",100,100,40,80,100,80,80,80,80,100,100,100,NA,80,2673,"Yes"
"106","S8580813",4672,"T21","26/05/13 22:47",100,100,100,100,80,100,80,80,100,60,100,100,NA,100,1889,"Yes"
"107","S8580939",4443,"T10","26/05/13 22:47",100,80,20,100,80,100,60,60,60,40,60,60,NA,60,2709,"Yes"
"108","S8581209",5218,"T20","29/05/13 22:59",100,60,80,20,80,100,80,80,80,60,80,80,NA,80,2683,"Yes"
"109","S8581563",5485,"T02","4/06/13 8:19",100,100,60,100,100,100,60,80,60,100,20,80,NA,80,3371,"Yes"
"110","S8581749",4740,"T20","22/05/13 17:18",100,100,100,100,100,100,80,100,100,100,100,100,NA,100,2664,"Yes"
"111","S8582385",5166,"T05","1/06/13 18:17",100,100,100,100,100,100,100,100,100,80,100,100,NA,100,2705,"Yes"
"112","S8582439",4556,"T05","30/05/13 16:27",100,100,80,80,100,100,100,60,80,80,100,100,NA,100,2642,"Yes"
"113","S8582443",5246,"T25","4/06/13 8:19",100,100,100,100,100,100,80,100,80,100,100,100,NA,100,2677,"Yes"
"114","S8582581",5200,"T10","1/06/13 18:17",100,100,60,60,100,100,100,80,60,60,20,80,NA,80,1831,"Yes"
"115","S8582679",5103,"T25","4/06/13 8:19",80,100,100,100,100,100,100,80,80,100,100,100,NA,100,2708,"Yes"
"116","S8582703",5241,"T05","1/06/13 18:17",100,100,100,100,100,80,100,80,60,100,100,100,NA,100,2644,"Yes"
"117","S8583261",4592,"T02","28/05/13 8:37",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,2700,"Yes"
"118","S8583279",4656,"T05","30/05/13 16:27",100,100,80,80,60,100,100,100,80,80,100,100,NA,100,2675,"Yes"
"119","S8583963",5086,"T10","1/06/13 18:17",100,100,80,40,100,80,100,100,80,100,100,100,NA,100,2070,"Yes"
"120","S8584233",5324,"T25","4/06/13 8:19",80,100,60,100,80,100,100,80,80,100,100,100,NA,100,1751,"Yes"
"121","S8584829",5309,"T01","30/05/13 16:27",100,80,60,80,40,100,100,80,100,100,100,60,NA,80,2656,"Yes"
"122","S8584921",5161,"T01","1/06/13 18:17",100,100,80,80,100,60,100,80,100,100,80,100,NA,100,2648,"Yes"
"123","S8584975",5284,"T01","30/05/13 16:27",100,100,40,80,60,60,100,100,100,100,100,80,NA,80,2702,"Yes"
"125","S8585269",5197,"T23","2/06/13 22:15",100,100,60,20,100,100,80,80,80,100,20,100,NA,80,2701,"Yes"
"126","S8585441",4646,"T10","25/05/13 0:24",100,100,100,100,100,100,100,80,80,100,100,100,NA,100,2706,"Yes"
"127","S8585829",4557,"T02","28/05/13 8:37",100,100,100,100,100,100,100,100,100,80,100,100,NA,100,2650,"Yes"
"128","S8585875",5483,"T16","2/06/13 22:15",100,100,60,80,60,100,40,60,60,40,60,80,NA,80,2662,"Yes"
"129","S8585881",5251,"T03","1/06/13 18:17",100,100,60,80,60,100,100,80,80,100,100,100,NA,100,2097,"Yes"
"130","S8585907",4569,"T25","28/05/13 8:37",100,100,80,100,100,100,80,100,100,100,100,80,NA,100,2645,"Yes"
"131","S8586021",4780,"T05","28/05/13 8:37",80,100,80,100,80,100,100,100,100,80,80,100,NA,100,2704,"Yes"
"132","S8586041",4703,"T23","26/05/13 22:47",20,100,20,60,40,20,40,60,60,40,100,20,NA,40,2659,"Yes"
"133","S8586065",4567,"T12","28/05/13 8:37",100,100,100,80,100,100,100,80,80,80,100,100,NA,100,2191,"Yes"
"134","S8586205",4449,"T02","25/05/13 0:24",100,100,100,60,100,100,60,80,100,100,60,80,NA,80,2636,"Yes"
"135","S8586447",5281,"T23","2/06/13 22:15",100,100,80,100,100,100,80,60,80,100,100,100,NA,100,2674,"Yes"
"136","S8586471",5182,"T16","1/06/13 18:17",80,100,60,20,80,100,40,60,60,40,20,80,NA,60,2695,"Yes"
"137","S8586735",5170,"T19","4/06/13 8:19",80,100,100,80,80,80,100,80,100,80,80,80,NA,80,2638,"Yes"
"138","S8586831",5138,"T25","4/06/13 8:19",100,100,80,100,100,100,100,100,100,100,100,80,NA,100,2668,"Yes"
"139","S8586867",5356,"T23","2/06/13 22:15",100,100,40,40,100,100,60,80,100,100,100,100,NA,NA,2693,"Yes"
"140","S8587341",4732,"T23","22/05/13 17:18",100,100,60,100,100,100,80,80,80,100,100,100,NA,100,2672,"Yes"
"141","S8587345",4554,"T15","22/05/13 17:18",100,100,60,80,100,100,100,80,100,100,100,80,NA,100,2694,"Yes"
"142","S8587441",5067,"T23","2/06/13 22:15",100,100,40,40,100,100,80,80,80,100,100,100,NA,80,2655,"Yes"
"143","S8587563",4509,"T03","29/05/13 22:59",100,100,100,100,80,100,100,80,80,80,100,100,NA,100,2653,"Yes"
"144","S8587675",5453,"T05","1/06/13 18:17",100,100,60,80,100,100,100,100,100,80,60,100,NA,100,2073,"Yes"
"145","S8587929",4673,"T01","22/05/13 17:18",100,100,100,100,100,100,80,80,100,100,100,80,NA,100,2689,"Yes"
"146","S8588589",4580,"T19","4/06/13 8:19",80,100,100,100,80,100,80,80,100,80,100,80,NA,100,2667,"Yes"
"147","S8588691",5329,"T05","1/06/13 18:17",100,100,100,100,100,100,80,80,80,60,20,100,NA,80,3384,"Yes"
"148","S8589029",4668,"T05","30/05/13 16:27",80,100,40,100,100,100,80,40,40,60,100,100,NA,80,2647,"Yes"
"149","S8589495",4752,"T05","30/05/13 16:27",80,40,40,40,80,100,100,60,60,60,60,80,NA,60,2733,"Yes"
"150","S8592817",4471,"T15","26/05/13 22:47",100,100,100,80,80,100,100,80,80,60,100,80,NA,80,2715,"Yes"
"151","S8593123",5345,"T15","1/06/13 18:17",80,100,80,100,100,80,100,100,80,100,100,100,NA,100,2713,"Yes"
"152","S8593273",4510,"T02","28/05/13 8:37",100,100,100,80,100,100,100,80,100,100,100,100,NA,100,2716,"Yes"
"153","S8593321",4598,"T23","22/05/13 17:18",100,100,100,100,100,100,80,80,100,100,100,100,NA,100,2714,"Yes"
"154","S8597563",4485,"T20","22/05/13 17:18",80,80,100,100,100,100,80,80,80,80,100,100,NA,100,2746,"Yes"
"155","S8600971",5261,"T10","1/06/13 18:17",100,100,60,100,100,100,80,100,80,60,100,100,NA,100,3382,"Yes"
"156","S8602427",5333,"T19","4/06/13 8:19",80,100,80,80,80,80,80,80,80,80,80,80,NA,80,2718,"Yes"
"157","S8602433",4606,"T19","4/06/13 8:19",40,100,60,80,60,80,40,60,60,60,100,60,NA,60,2719,"Yes"
"158","S8604007",4547,"T10","26/05/13 22:47",100,100,100,100,100,100,80,80,100,100,100,100,NA,100,3324,"Yes"
"159","S8605831",4773,"T01","28/05/13 8:37",100,100,100,100,100,80,100,100,100,100,100,80,NA,100,2773,"Yes"
"160","S8605991",4574,"T01","30/05/13 9:57",100,100,40,80,100,60,80,100,100,100,100,100,NA,80,2724,"Yes"
"161","S8606087",4620,"T23","22/05/13 17:18",100,100,100,100,100,100,80,80,80,100,100,100,NA,100,2725,"Yes"
"162","S8606245",5349,"T21","29/05/13 22:59",100,100,100,80,80,100,80,60,80,100,60,100,NA,80,2726,"Yes"
"163","S8606297",5343,"T01","30/05/13 16:27",100,100,40,60,100,80,80,100,100,100,100,100,NA,80,2727,"Yes"
"164","S8606739",5125,"T01","1/06/13 18:17",100,100,100,100,100,100,100,60,100,100,100,100,NA,100,2734,"Yes"
"165","S8606917",4491,"T15","26/05/13 22:47",80,100,100,100,80,100,100,80,80,100,100,80,NA,100,2730,"Yes"
"166","S8606925",4508,"T10","25/05/13 0:24",100,100,100,100,100,100,80,60,60,60,40,100,NA,80,2768,"Yes"
"167","S8607105",4745,"T19","28/05/13 8:37",80,100,100,100,100,80,100,100,80,100,80,80,NA,100,2735,"Yes"
"168","S8607513",4555,"T20","22/05/13 17:18",100,100,100,100,100,100,80,80,80,80,100,100,NA,100,3373,"Yes"
"169","S8607887",4666,"T15","22/05/13 17:18",80,100,100,80,100,100,100,80,100,100,100,100,NA,100,2729,"Yes"
"170","S8607923",4756,"T20","22/05/13 17:18",100,NA,100,100,100,80,80,100,100,100,100,100,NA,100,2736,"Yes"
"171","S8608219",4706,"T19","28/05/13 8:37",100,100,100,100,100,100,100,100,100,100,100,80,NA,100,2737,"Yes"
"172","S8609083",4763,"T19","4/06/13 8:19",60,100,100,100,60,60,80,80,60,80,80,60,NA,80,2739,"Yes"
"173","S8610381",4432,"T19","28/05/13 8:37",100,100,100,100,100,100,100,80,100,80,100,80,NA,100,2745,"Yes"
"174","S8611131",4760,"T19","28/05/13 8:37",80,100,100,100,100,100,100,100,100,80,100,80,NA,100,2769,"Yes"
"175","S8612109",5239,"T02","29/05/13 22:59",100,100,60,80,40,100,60,60,80,60,20,60,NA,60,3308,"Yes"
"176","S8612111",4614,"T18","28/05/13 8:37",100,100,100,80,100,100,80,80,100,100,100,100,NA,100,2779,"Yes"
"178","S8612395",4429,"T25","28/05/13 8:37",100,80,60,60,80,100,60,80,80,100,100,100,NA,80,2743,"Yes"
"179","S8612937",5202,"T09","29/05/13 22:59",100,100,100,100,100,100,100,100,100,100,60,100,NA,100,2738,"Yes"
"180","S8613421",4618,"T23","26/05/13 22:47",100,100,80,100,100,100,60,80,60,80,100,100,NA,80,2780,"Yes"
"181","S8613989",5275,"T10","1/06/13 18:17",100,100,60,100,80,100,80,80,80,60,100,100,NA,80,3351,"Yes"
"182","S8619553",4667,"T19","28/05/13 8:37",80,100,80,80,80,100,100,80,80,60,80,80,NA,80,2742,"Yes"
"183","S8620197",4627,"T05","28/05/13 8:37",80,100,40,40,80,100,100,80,100,80,100,100,NA,80,2774,"Yes"
"184","S8623875",4784,"T01","30/05/13 9:57",100,100,40,80,80,60,80,80,100,100,80,100,NA,80,3309,"Yes"
"185","S8623891",5066,"T20","29/05/13 22:59",100,100,80,20,80,100,80,80,80,80,100,100,NA,80,3306,"Yes"
"186","S8623949",5294,"T12","1/06/13 18:17",100,100,60,80,80,100,80,80,80,60,100,100,NA,80,2776,"Yes"
"187","S8624017",5377,"T20","1/06/13 18:17",100,80,80,20,100,100,80,80,80,60,100,80,NA,80,2777,"Yes"
"188","S8624045",4749,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352,"Yes"
"189","S8624045",5048,"T01","28/05/13 8:37",100,100,100,100,80,80,100,100,100,100,100,60,NA,100,3352,"Yes"
"190","S8624059",4750,"T25","28/05/13 8:37",100,100,80,100,100,100,80,80,100,100,100,80,NA,100,3353,"Yes"
"191","S8624189",5317,"T12","1/06/13 18:17",100,100,60,100,80,100,60,80,60,60,100,80,NA,80,3314,"Yes"
"192","S8624225",4713,"T08","22/05/13 13:29",80,100,100,40,100,100,100,100,100,100,100,100,NA,100,2771,"Yes"
"193","S8624271",5300,"T12","1/06/13 18:17",100,100,60,80,100,100,80,80,80,60,100,100,NA,80,3315,"Yes"
"194","S8624349",5098,"T12","1/06/13 18:17",100,80,60,100,80,60,60,80,60,60,20,80,NA,60,3307,"No login"
"195","S8625845",4433,"T24","25/05/13 0:24",100,100,80,100,100,100,100,80,100,100,80,100,NA,100,3305,"Yes"
"196","S8626437",4543,"T24","25/05/13 0:24",100,100,100,100,100,100,80,100,100,100,100,100,NA,100,2756,"Yes"
"197","S8626471",4524,"T25","28/05/13 8:37",100,100,60,80,100,100,60,80,80,80,100,100,NA,80,2765,"Yes"
"198","S8626559",5155,"T02","29/05/13 22:59",100,100,80,80,80,100,60,100,80,80,20,80,NA,80,2748,"Yes"
"199","S8626611",4427,"T02","25/05/13 0:24",100,100,100,100,100,100,60,100,100,100,100,80,NA,100,2752,"Yes"
"200","S8626635",5145,"T12","1/06/13 18:17",80,100,80,80,100,100,80,80,80,80,100,100,NA,80,2767,"Yes"
"202","S8626807",5174,"T10","1/06/13 18:17",100,100,100,100,100,80,80,60,60,20,40,80,NA,80,2760,"Yes"
"203","S8627133",4494,"T02","25/05/13 0:24",80,100,80,100,100,100,60,100,100,100,100,80,NA,100,2750,"Yes"
"204","S8627229",5325,"T10","1/06/13 18:17",100,100,60,20,40,100,80,60,80,40,100,80,NA,80,2763,"Yes"
"205","S8627489",4566,"T25","28/05/13 8:37",80,100,100,100,100,60,60,60,60,100,20,80,NA,80,2757,"Yes"
"206","S8627509",5338,"T23","2/06/13 22:15",80,100,80,100,100,100,80,80,80,80,100,100,NA,100,2749,"Yes"
"207","S8627535",5476,"T25","4/06/13 8:19",100,100,80,80,80,100,80,80,80,100,100,100,NA,100,2764,"Yes"
"208","S8627685",4597,"T23","26/05/13 22:47",100,100,60,20,20,20,60,60,60,60,20,100,NA,60,2759,"Yes"
"209","S8629983",5306,"T15","1/06/13 18:17",80,100,40,80,80,80,60,80,60,60,60,80,NA,80,3319,"Yes"
"210","S8630007",5108,"T03","1/06/13 18:17",100,100,80,80,60,100,100,80,80,100,100,100,NA,100,3320,"Yes"
"211","S8630075",5276,"T25","4/06/13 8:19",60,100,80,80,80,80,60,60,80,80,80,80,NA,80,3321,"Yes"
"212","S8630199",4438,"T23","26/05/13 22:47",60,100,40,20,60,100,60,100,100,100,100,100,NA,80,2778,"Yes"
"213","S8630317",5132,"T23","2/06/13 22:15",100,80,40,20,40,100,60,60,60,60,60,80,NA,60,3374,"Yes"
"214","S8630353",4794,"T10","25/05/13 0:24",100,100,100,100,100,100,100,80,80,100,100,100,NA,100,3310,"Yes"
"215","S8630445",4533,"T20","22/05/13 17:18",100,100,100,100,100,80,80,100,100,100,100,100,NA,100,3322,"Yes"
"216","S8630483",4662,"T17","29/05/13 22:59",100,100,100,100,100,80,100,80,100,100,100,100,NA,100,3311,"Yes"
"217","S8630553",4437,"T15","26/05/13 22:47",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,3325,"Yes"
"218","S8630591",5249,"T20","29/05/13 22:59",100,100,100,100,100,100,100,100,100,100,100,100,NA,100,3318,"Yes"
"219","S8630711",4686,"T01","22/05/13 17:18",100,100,80,100,100,80,80,80,100,100,100,100,NA,100,3316,"Yes"
"220","S8630759",4603,"T17","29/05/13 22:59",100,100,100,80,100,100,100,80,100,100,100,100,NA,100,3317,"Yes"
"221","S8630877",4663,"T19","4/06/13 8:19",80,100,100,80,100,100,100,100,80,80,80,100,NA,100,3355,"Yes"
"222","S8632031",5323,"T10","1/06/13 18:17",100,100,60,100,100,100,80,80,100,80,40,100,NA,80,3356,"Yes"
"223","S8632183",4759,"T17","29/05/13 22:59",100,100,100,80,100,100,100,80,100,100,100,100,NA,100,3323,"Yes"
"224","S8632803",5293,"T15","29/05/13 22:59",100,100,80,80,20,80,80,80,60,60,20,80,NA,80,3221,"No login"
"225","S8632837",4658,"T10","22/05/13 17:18",80,100,80,40,80,100,40,60,60,60,60,80,NA,80,3275,"Yes"
"227","S8632889",4775,"T10","26/05/13 22:47",100,100,40,20,100,100,60,40,60,60,60,80,NA,60,2900,"Yes"
