"","EventID","SubmissionID","StudentID","Consent","MarkerID","Audio.Annot","Log.Type","Interaction","Date","State","Pages","Start","End","Page.Size","msec.B4.scroll","AnnotID","From.time","Current.time","Duration","Filename"
"62",510123,4907,"S8285971","Yes","T19",9,2,"Details","2/09/13 9:17","",7,NA,NA,NA,NA,NA,NA,NA,NA,""
"63",510124,4907,"S8285971","Yes","T19",9,2,"Annotations","2/09/13 9:17","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"64",510125,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:17","",NA,0.3,9.6,5,17535,NA,NA,NA,NA,""
"65",510126,4907,"S8285971","Yes","T19",9,2,"Audio","2/09/13 9:17","scrubbed",NA,NA,NA,NA,NA,7,0,18.85460317,37.47600907,"annot__2013_05_27_08_50_44.mp3"
"66",510127,4907,"S8285971","Yes","T19",9,2,"Audio","2/09/13 9:18","finished",NA,NA,NA,NA,NA,7,0.918529634,37.47600907,37.47600907,"annot__2013_05_27_08_50_44.mp3"
"67",510128,4907,"S8285971","Yes","T19",9,2,"Audio","2/09/13 9:22","finished",NA,NA,NA,NA,NA,4,0,23.50800454,23.50800454,"annot__2013_05_27_08_52_37.mp3"
"68",510229,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:42","",NA,9.7,11.7,5,1522394,NA,NA,NA,NA,""
"69",510230,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:42","",NA,11.9,14.5,5,11385,NA,NA,NA,NA,""
"70",510231,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,14.1,13.7,5,1061,NA,NA,NA,NA,""
"71",510232,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,13.3,17.5,5,4494,NA,NA,NA,NA,""
"72",510233,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,17.3,17.2,5,5675,NA,NA,NA,NA,""
"73",510234,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,17,16.5,5,1078,NA,NA,NA,NA,""
"74",510235,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,16.4,13.8,5,1560,NA,NA,NA,NA,""
"75",510236,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,13.7,13.7,5,562,NA,NA,NA,NA,""
"76",510437,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 10:40","",NA,39.3,39.8,5,750,NA,NA,NA,NA,""
"77",367985,4907,"S8285971","Yes","T19",9,2,"Automatic","4/06/13 14:00","opened",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"78",368150,4907,"S8285971","Yes","T19",9,2,"Annotations","4/06/13 14:01","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"79",368163,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:02","",NA,0,0,10,117892,NA,NA,NA,NA,""
"80",368164,4907,"S8285971","Yes","T19",9,2,"Details","4/06/13 14:02","",7,NA,NA,NA,NA,NA,NA,NA,NA,""
"81",368262,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,0,2.9,6,98189,NA,NA,NA,NA,""
"82",368264,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,2.9,8.8,6,3401,NA,NA,NA,NA,""
"83",368270,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,8.8,12.3,6,2811,NA,NA,NA,NA,""
"84",368273,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,12.3,0,6,1550,NA,NA,NA,NA,""
"85",368278,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,0,94.6,6,2826,NA,NA,NA,NA,""
"86",368280,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,94.6,88,6,1729,NA,NA,NA,NA,""
"87",368285,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:03","",NA,87.9,79.2,6,3701,NA,NA,NA,NA,""
"88",368288,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:04","",NA,79.1,70.3,6,2816,NA,NA,NA,NA,""
"89",368289,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:04","",NA,70.3,68.1,6,966,NA,NA,NA,NA,""
"90",368290,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:04","",NA,68.1,56,6,3583,NA,NA,NA,NA,""
"91",368292,4907,"S8285971","Yes","T19",9,2,"Scroll","4/06/13 14:04","",NA,56,94.6,6,2147,NA,NA,NA,NA,""
"92",510375,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 10:06","",NA,13.6,13.9,5,670,NA,NA,NA,NA,""
"93",510376,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 10:06","",NA,14.1,17.7,5,20847,NA,NA,NA,NA,""
"94",510377,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 10:06","",NA,17.4,17.4,5,763,NA,NA,NA,NA,""
"95",510237,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 9:43","",NA,13.5,12.1,5,28158,NA,NA,NA,NA,""
"96",510374,4907,"S8285971","Yes","T19",9,2,"Scroll","2/09/13 10:06","",NA,12.1,13.5,5,1366937,NA,NA,NA,NA,""
"97",390403,4974,"S8458433","Yes","T32",11,2,"Automatic","12/06/13 11:57","opened",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"98",390407,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:57","",NA,0,10.3,5,27853,NA,NA,NA,NA,""
"99",390405,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:57","",NA,0,0,8,2968,NA,NA,NA,NA,""
"100",390406,4974,"S8458433","Yes","T32",11,2,"Details","12/06/13 11:57","",8,NA,NA,NA,NA,NA,NA,NA,NA,""
"101",390411,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,18.3,8.6,5,3357,NA,NA,NA,NA,""
"102",390412,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,8.6,10,5,20327,NA,NA,NA,NA,""
"103",390413,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,10,10.3,5,6079,NA,NA,NA,NA,""
"104",390414,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,10.4,11,5,4899,NA,NA,NA,NA,""
"105",390415,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,11,11.4,5,5975,NA,NA,NA,NA,""
"106",390416,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,11.4,11.7,5,6739,NA,NA,NA,NA,""
"107",390404,4974,"S8458433","Yes","T32",11,2,"Annotations","12/06/13 11:57","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"108",390418,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,11.7,13.1,5,2724,NA,NA,NA,NA,""
"109",390419,4974,"S8458433","Yes","T32",11,2,"Audio","12/06/13 11:59","finished",NA,NA,NA,NA,NA,6,0,26.89201814,26.89201814,"annot__2013_06_02_05_26_30.mp3"
"110",390420,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,13.1,14.5,5,28696,NA,NA,NA,NA,""
"111",390408,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:57","",NA,10.4,46.2,5,7695,NA,NA,NA,NA,""
"112",390409,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:57","",NA,46.2,40.4,5,1624,NA,NA,NA,NA,""
"113",390410,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:58","",NA,40.4,18.3,5,4098,NA,NA,NA,NA,""
"114",390426,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,20.4,21.4,5,10309,NA,NA,NA,NA,""
"115",390427,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,21.4,27.3,5,3048,NA,NA,NA,NA,""
"116",390428,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,27.3,21.4,5,4990,NA,NA,NA,NA,""
"117",390429,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,21.4,28.3,5,1836,NA,NA,NA,NA,""
"118",390430,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,28.3,31.4,5,1581,NA,NA,NA,NA,""
"119",390431,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,31.4,29,5,18730,NA,NA,NA,NA,""
"120",390417,4974,"S8458433","Yes","T32",11,2,"Audio","12/06/13 11:58","finished",NA,NA,NA,NA,NA,1,0,9.03600907,9.03600907,"annot__2013_06_02_05_26_14.mp3"
"121",390432,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,29,23.5,5,10285,NA,NA,NA,NA,""
"122",390433,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,23.5,26.6,5,3015,NA,NA,NA,NA,""
"123",390434,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,26.6,27.9,5,1788,NA,NA,NA,NA,""
"124",390435,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,27.9,29,5,5210,NA,NA,NA,NA,""
"125",390436,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,29,30,5,2186,NA,NA,NA,NA,""
"126",390437,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,30,25.2,5,3568,NA,NA,NA,NA,""
"127",390438,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,25.2,29,5,1362,NA,NA,NA,NA,""
"128",390439,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,29,33.5,5,6080,NA,NA,NA,NA,""
"129",390440,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,33.5,34.2,5,878,NA,NA,NA,NA,""
"130",390441,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:00","",NA,34.2,35.5,5,8201,NA,NA,NA,NA,""
"131",390442,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:01","",NA,35.5,42.8,5,22953,NA,NA,NA,NA,""
"132",390443,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:01","",NA,42.8,54.5,5,3272,NA,NA,NA,NA,""
"133",390444,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:01","",NA,54.5,52.1,5,2139,NA,NA,NA,NA,""
"134",390445,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 12:01","",NA,52.1,48.6,5,2331,NA,NA,NA,NA,""
"135",390446,4974,"S8458433","Yes","T32",11,2,"Audio","12/06/13 12:01","finished",NA,NA,NA,NA,NA,9,0,34.59600907,34.59600907,"annot__2013_06_02_05_31_47.mp3"
"136",390447,4974,"S8458433","Yes","T32",11,2,"Automatic","12/06/13 13:13","closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"137",390448,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 13:13","",NA,52.1,100,Inf,4303701,NA,NA,NA,NA,""
"138",390421,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,14.5,15.9,5,2878,NA,NA,NA,NA,""
"139",390422,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,15.9,17.9,5,1473,NA,NA,NA,NA,""
"140",390423,4974,"S8458433","Yes","T32",11,2,"Audio","12/06/13 11:59","finished",NA,NA,NA,NA,NA,4,0,3.672018141,3.672018141,"annot__2013_06_02_05_27_20.mp3"
"141",390424,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,17.9,21,5,2360,NA,NA,NA,NA,""
"142",390425,4974,"S8458433","Yes","T32",11,2,"Scroll","12/06/13 11:59","",NA,21,20.4,5,2667,NA,NA,NA,NA,""
"143",368796,4828,"S8467537","Yes","T30",14,2,"Automatic","4/06/13 14:13","opened",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"144",368798,4828,"S8467537","Yes","T30",14,2,"Annotations","4/06/13 14:13","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"145",368802,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:13","",NA,0,0,5,94761,NA,NA,NA,NA,""
"146",368803,4828,"S8467537","Yes","T30",14,2,"Details","4/06/13 14:13","",8,NA,NA,NA,NA,NA,NA,NA,NA,""
"147",368978,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,0.5,21.1,3,258574,NA,NA,NA,NA,""
"148",368980,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,21.4,30.4,3,3354,NA,NA,NA,NA,""
"149",368981,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,30.4,32.7,3,688,NA,NA,NA,NA,""
"150",368983,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,33,33.2,3,767,NA,NA,NA,NA,""
"151",368991,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,33.5,61.8,3,4407,NA,NA,NA,NA,""
"152",368994,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,62.1,65.2,3,1936,NA,NA,NA,NA,""
"153",368996,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,65.4,66.7,3,1913,NA,NA,NA,NA,""
"154",368998,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,67,70.1,3,1543,NA,NA,NA,NA,""
"155",369000,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,70.3,73.4,3,997,NA,NA,NA,NA,""
"156",369012,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,73.7,76,3,1870,NA,NA,NA,NA,""
"157",369015,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,76.3,78.8,3,1526,NA,NA,NA,NA,""
"158",369021,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,79.1,83,3,1855,NA,NA,NA,NA,""
"159",369024,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,83.2,85.3,3,1826,NA,NA,NA,NA,""
"160",369025,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,85.5,87.9,3,1805,NA,NA,NA,NA,""
"161",369028,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,88.1,90.4,3,1824,NA,NA,NA,NA,""
"162",369030,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,90.7,94.3,3,1180,NA,NA,NA,NA,""
"163",369031,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,94.6,96.6,3,2491,NA,NA,NA,NA,""
"164",369032,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:18","",NA,96.9,97.1,3,1191,NA,NA,NA,NA,""
"165",369037,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,96.9,91.7,3,17325,NA,NA,NA,NA,""
"166",369038,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,91.2,87.3,3,1110,NA,NA,NA,NA,""
"167",369039,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,86.8,85.8,3,901,NA,NA,NA,NA,""
"168",369040,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,85.3,83.7,3,1054,NA,NA,NA,NA,""
"169",369042,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,83.2,18,3,3096,NA,NA,NA,NA,""
"170",369043,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,18.3,19.6,3,1363,NA,NA,NA,NA,""
"171",369044,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,19.8,97.1,3,2768,NA,NA,NA,NA,""
"172",369045,4828,"S8467537","Yes","T30",14,2,"Automatic","4/06/13 14:19","closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"173",369046,4828,"S8467537","Yes","T30",14,2,"Scroll","4/06/13 14:19","",NA,19.8,97.1,3,2996,NA,NA,NA,NA,""
"174",370202,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,13.1,13.8,3,2598,NA,NA,NA,NA,""
"175",370203,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,13.8,14.2,3,2299,NA,NA,NA,NA,""
"176",370204,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,14.2,14.3,3,1265,NA,NA,NA,NA,""
"177",370207,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,14.3,14.3,3,1177,NA,NA,NA,NA,""
"178",370208,4975,"S8496455","Yes","T32",6,2,"Audio","4/06/13 14:35","pause",NA,NA,NA,NA,NA,3,19.6799221,46.95645142,0,"annot__2013_06_02_06_11_46.mp3"
"179",370209,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,14.4,14.4,3,80492,NA,NA,NA,NA,""
"180",370210,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,14.4,14.4,3,2683,NA,NA,NA,NA,""
"181",370211,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,14.4,14.7,3,2281,NA,NA,NA,NA,""
"182",370197,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,12.4,12.6,3,5841,NA,NA,NA,NA,""
"183",370198,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,12.6,12.6,3,3335,NA,NA,NA,NA,""
"184",370199,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,12.6,12.7,3,3014,NA,NA,NA,NA,""
"185",370200,4975,"S8496455","Yes","T32",6,2,"Scroll","4/06/13 14:35","",NA,12.7,13,3,4674,NA,NA,NA,NA,""
