"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"229","S8633021",3906,"T24","8/05/13 0:17",100,100,100,100,80,20,20,60,80,80,80,60,NA,80,3150,"Yes"
"230","S8633051",4371,"T05","10/05/13 15:46",100,100,40,80,100,100,80,80,60,40,40,100,NA,80,3208,"Yes"
"231","S8633149",3674,"T08","6/05/13 10:00",80,100,40,40,80,20,80,60,60,60,20,60,NA,60,2998,"Yes"
"232","S8633309",5468,"T25","4/06/13 9:02",60,100,80,100,80,100,60,80,80,60,100,80,NA,80,2890,"Yes"
"233","S8633369",4052,"T25","9/05/13 14:12",100,100,100,80,100,100,100,100,100,80,100,100,NA,100,3176,"Yes"
"234","S8633391",3668,"T21","6/05/13 9:52",80,100,100,100,80,100,80,60,80,60,60,100,NA,80,2791,"Yes"
"235","S8633423",4411,"T16","10/05/13 18:13",100,100,60,80,80,80,60,60,60,60,40,80,NA,80,2840,"Yes"
"236","S8633475",4324,"T10","16/05/13 11:17",100,100,80,80,100,80,60,60,60,60,60,80,NA,80,3216,"Yes"
"237","S8633593",4094,"T19","13/05/13 16:27",80,100,80,80,80,100,80,80,80,80,100,80,NA,80,3014,"Yes"
"238","S8633601",4141,"T21","13/05/13 9:31",80,100,80,100,100,40,100,100,80,100,100,100,NA,80,2796,"Yes"
"239","S8633611",4349,"T23","16/05/13 8:41",80,100,80,100,80,100,60,80,60,60,20,100,NA,80,2885,"Yes"
"240","S8633665",4415,"T05","13/05/13 17:36",100,100,80,80,80,100,80,20,20,60,20,100,NA,80,2873,"Yes"
"241","S8633727",3817,"T10","8/05/13 23:42",100,100,80,100,100,80,100,80,100,60,100,100,NA,100,2964,"Yes"
"242","S8633793",4312,"T03","15/05/13 8:22",100,60,100,100,80,100,80,80,80,60,100,80,NA,80,2997,"Yes"
"243","S8633799",4378,"T03","15/05/13 8:22",100,100,60,80,100,80,60,60,60,100,100,100,NA,80,3209,"Yes"
"244","S8633801",3958,"T25","9/05/13 14:12",100,100,60,80,100,100,80,100,80,80,100,80,NA,100,3147,"Yes"
"245","S8633855",4276,"T16","11/05/13 12:44",80,100,40,20,20,80,40,40,40,40,60,80,NA,60,3055,"Yes"
"246","S8633937",4177,"T05","16/05/13 11:26",100,100,40,80,100,80,80,100,80,80,100,100,NA,80,3132,"Yes"
"247","S8633975",4153,"T09","11/05/13 8:15",100,100,20,80,80,100,100,20,60,60,60,60,NA,60,3188,"Yes"
"248","S8634047",4069,"T09","11/05/13 8:15",100,100,60,80,100,100,100,80,60,60,100,60,NA,80,2798,"Yes"
"250","S8634157",4027,"T12","5/05/13 17:46",100,100,80,80,100,100,80,80,80,60,100,100,NA,80,2794,"Yes"
"251","S8634197",3759,"T10","6/05/13 9:14",100,100,100,80,80,100,60,40,40,20,40,80,NA,60,3380,"Yes"
"252","S8634227",3934,"T23","5/05/13 17:46",100,100,100,100,100,80,100,80,80,60,100,100,NA,100,3265,"Yes"
"253","S8634279",3939,"T01","7/05/13 15:00",100,80,100,80,100,20,80,100,100,100,100,100,NA,100,3081,"Yes"
"254","S8634299",4112,"T15","12/05/13 16:53",100,100,100,80,80,100,80,60,60,80,100,80,NA,80,3013,"Yes"
"255","S8634385",4279,"T25","16/05/13 11:17",80,100,80,100,100,100,80,100,80,100,100,100,NA,100,2926,"Yes"
"256","S8634443",4104,"T19","13/05/13 16:27",80,100,80,100,100,100,80,80,80,80,80,80,NA,80,3073,"Yes"
"257","S8634461",3755,"T15","5/05/13 17:46",100,100,100,100,100,80,100,40,40,40,20,40,NA,80,3292,"Yes"
"258","S8634507",4088,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233,"Yes"
"259","S8634507",4365,"T21","13/05/13 9:31",100,100,80,80,80,80,80,80,100,100,100,100,NA,100,3233,"Yes"
"260","S8634585",3850,"T19","6/05/13 9:28",100,100,80,80,100,100,100,80,80,80,100,80,NA,100,3060,"Yes"
"261","S8634589",4350,"T25","16/05/13 11:17",100,100,100,100,100,100,60,80,80,100,100,80,NA,100,2999,"Yes"
"262","S8634637",3747,"T25","9/05/13 9:57",80,100,100,80,100,100,100,80,80,100,100,100,NA,100,3167,"Yes"
"263","S8634643",3778,"T23","5/05/13 17:46",80,100,60,100,100,100,80,80,80,60,100,100,NA,80,3217,"Yes"
"265","S8634657",4400,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3156,"Yes"
"266","S8634657",3807,"T15","5/05/13 17:46",100,100,60,80,80,100,100,80,100,100,100,80,NA,100,3156,"Yes"
"267","S8634701",4111,"T20","5/05/13 17:46",80,100,80,80,100,100,80,80,80,80,100,100,NA,80,2953,"Yes"
"268","S8634727",4208,"T15","15/05/13 8:22",100,100,100,100,80,100,80,80,80,60,100,80,NA,100,3175,"Yes"
"269","S8634741",4037,"T12","5/05/13 17:46",100,100,60,100,100,100,80,80,100,80,100,100,NA,100,3134,"Yes"
"270","S8634861",3774,"T17","6/05/13 13:58",100,80,100,100,100,100,80,80,100,60,40,80,NA,80,3123,"Yes"
"271","S8634901",3970,"T22","8/05/13 12:08",80,100,60,100,100,80,80,100,100,100,100,100,NA,100,2861,"Yes"
"272","S8634913",4144,"T21","13/05/13 9:31",80,100,80,100,100,80,80,60,100,100,100,100,NA,80,3115,"Yes"
"273","S8634915",4006,"T10","7/05/13 13:14",100,40,60,100,100,80,60,80,80,100,60,80,NA,80,3204,"Yes"
"274","S8634965",4278,"T12","13/05/13 9:31",100,100,80,100,100,100,60,100,80,60,100,100,NA,100,3036,"Yes"
"275","S8635149",4264,"T23","12/05/13 21:34",100,100,80,100,80,100,60,80,80,80,60,80,NA,80,3222,"Yes"
"276","S8635201",4260,"T25","15/05/13 13:41",60,100,100,100,100,100,60,80,60,80,100,80,NA,80,3131,"Yes"
"277","S8635227",4165,"T10","10/05/13 11:10",80,100,80,100,80,80,40,100,100,40,100,80,NA,80,3375,"Yes"
"278","S8635255",3839,"T08","6/05/13 10:00",80,100,60,40,80,40,60,60,60,60,60,40,NA,60,2825,"Yes"
"279","S8635259",3793,"T08","6/05/13 10:00",100,100,100,40,100,100,80,80,80,60,100,40,NA,80,2906,"Yes"
"280","S8635299",4386,"T05","16/05/13 11:26",80,100,80,100,40,80,80,100,80,80,80,100,NA,80,3000,"Yes"
"281","S8635305",4228,"T23","12/05/13 21:34",80,100,40,20,40,80,40,40,60,40,20,60,NA,60,3170,"No login"
"282","S8635331",4173,"T10","15/05/13 8:22",100,100,100,100,80,100,60,80,80,80,100,100,NA,100,2813,"Yes"
"283","S8635365",4080,"T01","11/05/13 12:44",100,100,60,80,80,60,80,60,100,80,80,80,NA,80,3133,"Yes"
"284","S8635437",4132,"T15","19/05/13 23:32",100,100,100,100,100,100,100,60,60,40,40,80,NA,80,3303,"Yes"
"285","S8635441",3788,"T05","9/05/13 9:56",100,100,80,80,100,100,60,80,60,80,100,100,NA,80,3171,"Yes"
"286","S8635547",4210,"T22","12/05/13 16:53",80,100,80,100,100,100,80,100,100,100,60,100,NA,100,3255,"Yes"
"287","S8635617",3944,"T10","9/05/13 0:06",100,100,60,80,100,60,60,60,60,60,20,60,NA,60,3164,"Yes"
"288","S8635657",4096,"T25","13/05/13 17:36",100,100,80,100,100,100,100,80,80,100,100,80,NA,100,3295,"Yes"
"289","S8635729",4326,"T21","16/05/13 8:48",100,100,80,80,80,60,80,100,100,100,100,100,NA,100,2808,"Yes"
"290","S8635829",4345,"T21","16/05/13 8:48",100,100,80,80,100,60,80,80,100,100,40,100,NA,80,2841,"Yes"
"291","S8635833",4282,"T05","16/05/13 11:26",100,100,80,80,100,100,80,100,80,100,80,100,NA,100,3184,"Yes"
"292","S8635923",4181,"T05","16/05/13 11:26",100,100,80,100,80,100,80,80,100,80,20,100,NA,80,2928,"Yes"
"293","S8635941",3964,"T23","5/05/13 17:46",100,100,40,20,100,80,60,100,80,60,100,100,NA,80,3207,"Yes"
"294","S8635957",3952,"T01","7/05/13 15:00",100,100,60,80,100,60,60,60,100,100,80,100,NA,80,2856,"Yes"
"295","S8635963",4045,"T01","7/05/13 15:00",100,100,60,80,100,100,80,80,100,100,100,100,NA,100,3179,"Yes"
"296","S8635969",4182,"T23","12/05/13 21:34",80,100,60,40,60,100,60,80,60,20,100,80,NA,80,3010,"Yes"
"297","S8635971",3757,"T15","5/05/13 17:46",80,100,100,100,20,60,40,80,80,80,20,80,NA,80,3168,"Yes"
"298","S8635997",3997,"T02","7/05/13 14:16",100,100,80,80,80,100,60,80,80,80,60,60,NA,80,3296,"Yes"
"299","S8636009",4296,"T01","16/05/13 8:48",100,100,100,100,80,60,80,100,100,100,100,100,NA,100,3258,"Yes"
"300","S8636041",4254,"T24","8/05/13 23:08",100,100,60,100,80,100,60,60,100,80,100,100,NA,80,2817,"Yes"
"301","S8636079",4169,"T20","5/05/13 17:46",80,100,80,100,80,100,80,80,80,80,100,80,NA,80,3247,"Yes"
"302","S8636081",4215,"T03","15/05/13 8:22",100,100,100,80,100,80,80,60,60,80,100,100,NA,80,3040,"Yes"
"303","S8636083",3926,"T23","5/05/13 17:48",100,100,80,100,100,80,80,100,100,60,100,100,NA,100,3259,"Yes"
"304","S8636131",3772,"T23","7/05/13 14:45",100,100,80,20,100,100,60,60,60,60,100,100,NA,80,3266,"Yes"
"305","S8636229",4155,"T19","13/05/13 16:27",80,100,80,100,100,100,100,100,100,100,80,100,NA,100,2991,"Yes"
"306","S8636273",4147,"T09","11/05/13 8:15",100,100,100,20,100,100,80,80,80,40,80,80,80,NA,2869,"Yes"
"307","S8636275",3760,"T02","9/05/13 14:09",100,80,60,80,80,100,60,60,80,60,100,80,NA,80,3186,"Yes"
"308","S8636319",3912,"T12","5/05/13 17:46",80,100,60,100,80,100,80,80,80,80,100,100,NA,80,3377,"Yes"
"309","S8636349",4316,"T05","16/05/13 11:26",100,100,100,80,100,100,80,80,60,80,100,100,NA,100,3078,"Yes"
"310","S8636353",4354,"T21","16/05/13 8:48",100,100,100,80,100,100,80,60,100,100,100,100,NA,100,3062,"Yes"
"311","S8636361",3699,"T03","10/05/13 11:16",80,100,60,100,60,60,80,60,60,80,100,60,NA,80,2801,"Yes"
"312","S8636437",3696,"T23","7/05/13 14:45",100,100,80,100,40,80,40,80,60,80,80,100,NA,80,3178,"Yes"
"313","S8636443",3899,"T02","7/05/13 14:16",100,80,100,100,100,100,60,100,100,100,100,100,NA,100,3004,"Yes"
"314","S8636447",3992,"T22","8/05/13 12:08",100,100,60,100,80,100,100,100,100,100,100,100,NA,100,3263,"Yes"
"315","S8636535",3694,"T03","10/05/13 11:16",100,100,100,100,100,80,80,60,80,100,100,80,NA,100,2800,"Yes"
"316","S8636601",3708,"T25","9/05/13 9:57",60,100,60,100,80,100,60,60,60,60,100,100,NA,80,3276,"Yes"
"317","S8636603",5498,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937,"Yes"
"318","S8636607",4268,"T10","16/05/13 11:17",100,100,60,80,100,80,40,80,80,60,60,80,NA,80,3007,"Yes"
"319","S8636633",3846,"T23","5/05/13 17:46",40,100,40,100,100,40,60,60,100,80,40,100,NA,80,3114,"Yes"
"320","S8636695",3697,"T21","6/05/13 9:52",100,80,80,100,100,100,60,80,80,100,100,100,NA,80,3023,"Yes"
"321","S8636721",4227,"T22","12/05/13 16:53",80,100,60,100,100,100,80,100,100,100,60,100,NA,100,3112,"Yes"
"322","S8636723",4047,"T02","7/05/13 14:16",100,100,100,100,100,100,60,80,100,60,60,80,NA,NA,3076,"Yes"
"323","S8636749",4340,"T05","16/05/13 11:26",100,100,60,60,100,100,80,80,60,80,100,100,NA,80,3297,"Yes"
"324","S8636827",3690,"T10","10/05/13 11:10",100,100,60,80,100,80,60,80,80,100,100,80,NA,80,3105,"Yes"
"325","S8636835",3678,"T20","2/05/13 20:46",80,100,80,100,80,100,100,80,80,80,100,80,NA,80,3154,"Yes"
"326","S8636887",3957,"T24","8/05/13 0:17",100,80,60,100,100,80,60,60,60,60,20,60,NA,80,2575,"Yes"
"327","S8636913",3907,"T10","7/05/13 23:41",100,100,100,100,100,100,60,100,100,80,100,100,NA,100,2951,"Yes"
"328","S8636999",3805,"T18","8/05/13 13:21",80,100,100,100,80,100,60,100,100,80,80,60,NA,100,3249,"Yes"
"329","S8637051",4237,"T03","15/05/13 8:22",100,100,100,80,100,40,40,60,60,100,100,60,NA,80,3261,"Yes"
"330","S8637133",3840,"T17","9/05/13 9:57",100,100,100,100,100,100,80,100,100,100,100,100,NA,100,2962,"Yes"
"331","S8637181",3847,"T03","10/05/13 11:16",100,100,60,100,80,100,80,80,80,100,100,80,NA,80,3257,"Yes"
"332","S8637209",3786,"T20","2/05/13 20:46",80,100,80,100,100,100,100,80,80,100,100,100,NA,100,2787,"Yes"
"333","S8637219",3780,"T23","7/05/13 14:45",100,100,80,100,100,80,40,60,60,60,100,80,NA,80,2959,"Yes"
"334","S8637251",3775,"T15","5/05/13 17:46",100,100,100,100,100,100,100,80,80,80,100,80,NA,100,3231,"Yes"
"335","S8637257",4868,"T03","19/05/13 16:04",100,100,100,100,80,100,80,40,60,80,100,80,NA,80,2989,"Yes"
"336","S8637271",4370,"T01","16/05/13 8:48",80,60,40,80,60,80,60,80,100,100,60,60,NA,80,3012,"Yes"
"337","S8637287",3767,"T01","2/05/13 20:56",80,40,40,80,100,80,60,80,100,80,40,80,NA,80,2891,"Yes"
"338","S8637291",4356,"T21","16/05/13 8:48",100,60,80,80,80,100,80,80,80,100,100,100,NA,80,3129,"Yes"
"339","S8637295",3940,"T08","6/05/13 10:00",100,100,80,100,100,80,100,80,80,80,60,80,NA,80,3256,"Yes"
"340","S8637313",4271,"T23","16/05/13 8:41",100,100,80,80,100,100,100,80,100,100,100,100,NA,100,3287,"Yes"
"341","S8637337",4025,"T25","30/05/13 6:38",60,100,60,100,100,100,80,80,80,80,100,100,NA,80,2880,"Yes"
"342","S8637341",3721,"T21","6/05/13 9:52",80,100,100,80,80,40,80,60,100,80,100,100,NA,80,3068,"Yes"
"343","S8637347",3902,"T05","8/05/13 13:18",100,100,80,100,100,100,80,80,80,80,60,100,NA,80,2827,"Yes"
"344","S8637357",4128,"T15","12/05/13 16:53",100,100,80,100,100,100,100,80,80,100,40,80,NA,80,3069,"Yes"
"345","S8637361",5470,"T19","4/06/13 9:02",100,100,80,80,80,100,80,80,80,80,100,80,NA,80,2960,"Yes"
"346","S8637421",3917,"T24","8/05/13 0:17",100,100,100,100,100,100,80,80,100,100,100,100,NA,100,3027,"Yes"
"347","S8637447",4121,"T10","12/05/13 15:15",100,100,80,80,100,80,80,100,80,100,100,100,NA,100,2925,"Yes"
"348","S8637475",4414,"T03","13/05/13 9:31",100,100,60,100,100,80,80,80,100,100,100,100,NA,100,2844,"Yes"
"349","S8637489",4074,"T10","12/05/13 15:15",100,40,60,40,80,100,60,80,80,60,60,80,NA,80,2927,"Yes"
"350","S8637497",4091,"T15","12/05/13 16:53",100,100,80,100,100,100,100,100,80,80,100,100,NA,100,2802,"Yes"
"351","S8637511",3999,"T10","7/05/13 11:59",100,100,100,100,100,100,60,100,100,80,100,100,NA,100,3189,"Yes"
"352","S8637517",4115,"T25","13/05/13 17:36",100,100,100,100,100,100,100,80,60,100,100,80,NA,100,3030,"Yes"
"353","S8637547",3978,"T02","7/05/13 14:16",100,100,60,80,100,100,60,80,100,80,100,80,NA,NA,3137,"Yes"
"354","S8637587",4317,"T03","15/05/13 8:22",100,100,100,100,80,60,60,60,80,60,40,80,NA,80,3005,"Yes"
"355","S8637605",3768,"T18","8/05/13 13:21",100,100,80,100,100,100,80,60,60,80,80,80,NA,100,3203,"Yes"
"356","S8637649",4203,"T22","12/05/13 16:53",40,60,40,80,80,100,80,80,100,80,60,100,NA,80,3015,"Yes"
"357","S8637693",4338,"T05","16/05/13 11:26",100,100,80,80,80,100,80,80,100,60,100,100,NA,80,2883,"Yes"
"358","S8637739",3705,"T17","6/05/13 13:57",100,100,60,80,80,100,80,80,80,80,40,60,NA,80,2809,"Yes"
"359","S8637747",4384,"T16","9/05/13 9:56",80,100,40,80,80,40,40,60,40,40,60,60,NA,60,2823,"Yes"
"360","S8637771",3919,"T21","10/05/13 11:16",20,100,40,20,20,80,60,20,60,80,20,20,NA,40,2864,"Yes"
"361","S8637899",4110,"T08","8/05/13 9:46",80,80,40,40,20,100,80,20,20,20,20,20,NA,40,3001,"Yes"
"362","S8637899",4393,"T23","12/05/13 21:34",80,80,40,20,20,100,40,20,20,20,20,20,NA,40,3001,"Yes"
"363","S8637911",4101,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3089,"Yes"
"364","S8637911",4367,"T21","13/05/13 9:31",100,60,80,40,100,100,100,60,100,100,100,100,NA,80,3089,"Yes"
"365","S8637939",4073,"T21","13/05/13 9:31",100,60,80,40,100,100,100,80,100,100,40,100,NA,80,2945,"Yes"
"366","S8637989",4039,"T10","9/05/13 0:07",100,100,80,100,80,60,60,80,80,60,100,100,NA,80,3088,"Yes"
"367","S8638007",4022,"T10","7/05/13 11:59",100,100,100,100,100,100,60,80,60,60,60,80,NA,80,3096,"Yes"
"368","S8638039",3837,"T08","6/05/13 10:00",100,100,60,20,80,100,80,60,60,60,100,60,NA,80,2793,"Yes"
"369","S8638043",3661,"T17","9/05/13 9:57",80,100,100,100,80,100,60,80,100,60,100,100,NA,80,3141,"Yes"
"370","S8638049",4114,"T21","13/05/13 10:03",100,100,100,100,100,100,80,80,100,100,40,100,NA,80,2853,"Yes"
"371","S8638145",4164,"T15","12/05/13 16:53",100,100,100,80,100,80,100,80,80,80,100,80,NA,100,3006,"Yes"
"372","S8638147",4333,"T23","16/05/13 8:41",100,100,40,20,40,100,40,40,40,20,20,80,NA,60,3280,"Yes"
"374","S8638207",5469,"T02","4/06/13 9:02",100,100,60,80,80,100,60,80,80,60,20,60,NA,80,3135,"Yes"
"375","S8638259",4202,"T24","8/05/13 23:07",100,80,60,80,80,100,60,60,60,60,100,80,NA,80,3142,"Yes"
"376","S8638385",4401,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2973,"Yes"
"377","S8638385",3989,"T10","9/05/13 0:07",100,60,60,80,80,100,60,60,60,40,60,60,NA,60,2973,"Yes"
"378","S8638387",4420,"T03","15/05/13 8:22",100,100,60,100,100,80,80,60,60,100,80,100,NA,80,2902,"Yes"
"379","S8638447",3812,"T05","9/05/13 9:56",100,100,80,80,60,100,60,60,80,80,40,100,NA,80,2795,"Yes"
"380","S8638469",4225,"T25","15/05/13 13:41",60,100,100,100,60,60,60,80,100,80,100,100,NA,80,2955,"Yes"
"381","S8638483",4146,"T21","13/05/13 10:03",100,100,80,100,80,100,40,60,100,80,20,100,NA,80,2797,"Yes"
"382","S8638611",4307,"T10","16/05/13 11:17",100,100,80,100,100,60,60,60,60,40,60,80,NA,80,3218,"Yes"
"383","S8638627",3718,"T17","6/05/13 13:58",100,100,80,100,80,100,60,80,60,60,40,80,NA,80,2848,"Yes"
"384","S8638661",3734,"T20","2/05/13 20:46",80,100,100,100,100,100,100,80,80,80,80,100,NA,100,3285,"Yes"
"385","S8638729",3732,"T23","5/05/13 17:46",100,100,80,100,100,100,100,100,80,80,100,100,NA,100,3075,"Yes"
"386","S8638749",4042,"T24","8/05/13 0:17",100,100,60,80,100,100,60,80,100,100,100,100,NA,100,3085,"Yes"
"387","S8638773",4295,"T16","11/05/13 12:44",80,100,60,20,40,80,40,40,40,40,20,80,NA,60,3016,"Yes"
"388","S8638775",4309,"T23","16/05/13 8:41",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,3128,"Yes"
"389","S8638795",5046,"T12","19/05/13 23:32",100,100,100,100,80,80,80,80,60,60,100,100,NA,80,2940,"Yes"
"390","S8638807",4390,"T23","12/05/13 21:34",100,40,40,20,40,100,40,80,60,60,40,80,NA,60,3149,"Yes"
"392","S8638825",3984,"T05","17/05/13 2:28",100,80,40,100,100,100,80,80,80,80,100,100,NA,80,3194,"Yes"
"393","S8638871",3961,"T05","10/05/13 15:46",80,100,100,80,100,100,80,80,60,80,100,100,NA,80,3269,"Yes"
"394","S8638905",4162,"T01","11/05/13 12:44",100,100,80,100,80,60,80,60,100,100,100,100,NA,80,2824,"Yes"
"395","S8638933",4304,"T03","15/05/13 8:22",100,100,100,100,100,100,100,100,80,100,100,100,NA,100,3063,"Yes"
"396","S8638951",3787,"T08","6/05/13 10:00",100,100,80,100,100,100,80,80,80,80,100,80,NA,100,2849,"Yes"
"397","S8638957",4119,"T02","13/05/13 9:50",100,100,80,100,100,100,60,80,100,100,60,100,NA,100,3153,"Yes"
"398","S8639039",4265,"T25","16/05/13 11:17",60,100,60,80,100,100,60,80,80,80,100,100,NA,80,3192,"Yes"
"399","S8639073",5448,"T25","1/06/13 8:52",100,100,100,100,100,100,80,100,80,100,100,100,NA,100,2897,"Yes"
"400","S8639101",3908,"T02","7/05/13 14:16",100,100,60,80,80,100,60,80,80,60,60,80,NA,80,2916,"Yes"
"401","S8639107",3818,"T02","9/05/13 14:09",100,100,60,100,100,100,60,100,100,80,60,100,NA,80,3101,"Yes"
"402","S8639123",4266,"T23","16/05/13 8:41",80,100,80,80,100,100,100,100,80,60,100,100,NA,100,2935,"Yes"
"403","S8639171",3711,"T17","6/05/13 13:57",100,100,100,100,100,100,80,100,100,100,100,100,NA,100,2971,"Yes"
"404","S8639187",4043,"T01","7/05/13 15:00",100,100,100,80,100,100,60,60,100,100,100,100,NA,100,2895,"Yes"
"405","S8639267",3842,"T23","5/05/13 17:46",100,60,80,20,100,40,80,80,80,20,40,100,NA,60,3241,"Yes"
"406","S8639315",3776,"T17","9/05/13 9:57",100,100,60,80,100,100,60,100,100,100,40,100,NA,80,2948,"Yes"
"407","S8639333",3851,"T23","7/05/13 14:45",100,100,100,20,40,80,60,80,80,60,40,100,NA,80,3200,"Yes"
"408","S8639347",3685,"T10","8/05/13 23:42",100,100,60,100,100,80,100,100,80,80,100,100,NA,100,2887,"Yes"
"409","S8639379",4116,"T01","11/05/13 12:44",100,100,60,80,100,80,80,60,100,100,100,80,NA,80,3054,"Yes"
"410","S8639427",3834,"T17","9/05/13 9:57",80,100,60,80,80,100,40,40,60,60,40,60,NA,60,3158,"Yes"
"411","S8639447",3737,"T23","5/05/13 17:46",80,40,40,20,40,20,20,60,60,60,100,80,NA,60,3028,"Yes"
"412","S8639459",3704,"T16","9/05/13 9:56",100,100,80,100,100,80,60,60,60,60,60,80,NA,80,3095,"Yes"
"413","S8639503",4339,"T21","16/05/13 8:48",80,100,80,80,80,40,80,60,80,80,100,100,NA,80,2944,"Yes"
"414","S8639511",3975,"T22","8/05/13 12:08",80,100,60,100,100,80,60,100,100,100,100,100,NA,100,2904,"Yes"
"415","S8639529",4198,"T23","12/05/13 21:34",80,100,60,20,100,100,60,80,80,80,80,100,NA,80,2884,"Yes"
"416","S8639565",3987,"T05","8/05/13 13:18",100,100,100,80,80,100,80,80,80,60,100,100,NA,80,2831,"Yes"
"417","S8639639",4218,"T22","12/05/13 16:53",80,100,100,80,80,100,80,100,100,100,100,100,NA,100,3262,"Yes"
"418","S8639653",3930,"T12","5/05/13 17:46",100,100,100,100,80,20,60,80,80,60,100,100,NA,80,3376,"Yes"
"419","S8639663",4186,"T03","15/05/13 8:22",100,100,100,80,100,100,80,60,40,80,100,100,NA,80,3223,"Yes"
"420","S8639671",4376,"T23","12/05/13 21:34",80,100,60,20,100,100,40,40,80,100,80,80,NA,80,3029,"Yes"
"421","S8639765",4280,"T01","16/05/13 8:48",100,100,100,100,80,60,80,40,80,100,20,100,NA,80,3020,"Yes"
"422","S8639801",3695,"T01","2/05/13 20:56",100,100,80,80,80,80,60,60,80,100,60,80,NA,80,2929,"Yes"
"423","S8639805",3797,"T08","6/05/13 10:00",100,60,80,80,100,80,80,60,80,80,100,80,NA,80,3215,"Yes"
"424","S8639807",3936,"T21","10/05/13 11:16",100,100,60,100,80,100,80,60,100,100,100,100,NA,100,3174,"Yes"
"425","S8639833",3783,"T03","10/05/13 11:16",100,100,100,100,100,100,100,100,80,100,100,100,NA,100,3042,"Yes"
"426","S8639929",4383,"T16","11/05/13 12:44",80,60,40,20,60,80,40,40,40,40,20,60,NA,60,3260,"Yes"
"428","S8639947",3932,"T10","7/05/13 11:59",100,100,100,80,100,100,100,80,100,100,100,100,NA,100,3202,"Yes"
"429","S8639971",4026,"T10","7/05/13 11:59",100,100,100,100,80,100,60,80,100,80,100,80,NA,100,2870,"Yes"
"430","S8639997",3698,"T16","9/05/13 9:56",100,100,100,100,100,40,60,80,100,80,100,80,NA,100,2969,"Yes"
"431","S8639999",3946,"T05","8/05/13 13:18",100,100,80,80,80,100,80,100,80,100,80,100,NA,100,2876,"Yes"
"432","S8640017",4195,"T25","15/05/13 13:41",60,100,100,100,100,100,60,80,80,100,100,100,NA,100,2820,"Yes"
"433","S8640023",5380,"T17","30/05/13 6:35",100,100,100,100,100,100,100,80,100,100,60,80,NA,100,2988,"Yes"
"434","S8640029",4072,"T01","11/05/13 12:44",80,100,100,100,100,60,80,80,100,100,100,100,NA,100,3047,"Yes"
"435","S8640085",3852,"T23","7/05/13 14:45",80,100,80,100,100,80,80,100,100,100,100,100,NA,100,2954,"Yes"
"436","S8640149",4337,"T10","17/05/13 2:28",100,100,100,80,80,80,60,80,80,80,60,80,NA,80,2830,"Yes"
"437","S8640183",3741,"T15","5/05/13 17:46",100,80,100,100,100,100,80,100,100,80,100,100,NA,100,3284,"Yes"
"438","S8640199",3949,"T05","8/05/13 13:18",100,100,80,80,80,100,60,60,60,60,20,100,NA,80,3245,"Yes"
"439","S8640233",4098,"T15","12/05/13 16:53",100,100,100,80,100,100,100,100,100,80,100,100,NA,100,2899,"Yes"
"440","S8640247",3723,"T10","8/05/13 23:42",100,100,80,40,60,80,60,60,40,100,40,80,NA,60,3057,"Yes"
"441","S8640247",4398,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057,"Yes"
"442","S8640283",4078,"T02","13/05/13 9:50",100,100,100,100,100,100,100,100,80,100,60,100,NA,100,3205,"Yes"
"443","S8640375",3927,"T03","7/05/13 13:23",100,100,80,80,80,60,60,40,40,60,40,60,NA,60,2966,"Yes"
"444","S8640383",4391,"T23","12/05/13 21:34",100,60,60,20,40,20,20,40,40,20,20,60,NA,40,3065,"Yes"
"445","S8640513",4421,"T23","16/05/13 8:41",80,60,60,20,60,100,40,80,100,100,100,100,NA,80,3019,"Yes"
"446","S8640519",3962,"T02","7/05/13 14:16",100,100,100,80,100,100,60,100,100,80,100,80,NA,100,3086,"Yes"
"447","S8640535",3801,"T03","10/05/13 11:16",100,100,100,100,100,80,40,100,80,80,100,100,NA,100,3003,"Yes"
"448","S8640537",3928,"T15","10/05/13 11:16",100,100,100,100,80,80,80,80,80,80,40,80,NA,80,3239,"Yes"
"449","S8640561",4351,"T23","16/05/13 8:41",100,100,40,20,100,100,40,60,60,80,100,100,NA,80,3289,"No login"
"450","S8640575",4231,"T03","15/05/13 8:22",100,100,60,80,100,80,60,60,60,60,80,100,NA,80,2836,"Yes"
"451","S8640591",4011,"T05","10/05/13 15:46",100,100,80,100,100,100,80,60,80,60,80,100,NA,80,2894,"Yes"
"452","S8640603",4801,"T25","16/05/13 11:17",80,100,80,80,60,100,60,80,80,80,100,80,NA,80,3294,"Yes"
